"","Node","Species","Life_Stage","position","sp_code","Check_Class","ClassOrder"
"389","LA20","Steelhead","Migration_Prolonged","ROB","Steelhead_Migration_Prolonged","Low","1"
"390","LA20","Steelhead","Migration","ROB","Steelhead_Migration","Low","1"
"391","LA20","Steelhead","Smolts","ROB","Steelhead_Smolts","Low","1"
"392","LA20","Typha","Adult","ROB","Typha_Adult","Partial","2"
"393","LA20","Typha","Seedling","ROB","Typha_Seedling","Low","1"
"394","LA20","Willow","Adult","ROB","Willow_Adult","High","3"
"395","LA20","Willow","Germination","ROB","Willow_Germination","Low","1"
"396","LA20","Willow","Seedling","ROB","Willow_Seedling","Low","1"
"397","LA202","Cladophora","Adult","LOB","Cladophora_Adult","Low","1"
"398","LA202","SAS","Adult","LOB","SAS_Adult","Low","1"
"399","LA202","SAS","Juvenile","LOB","SAS_Juvenile","Low","1"
"400","LA202","SAS","Fry","LOB","SAS_Fry","Low","1"
"401","LA202","Steelhead","Migration_Prolonged","LOB","Steelhead_Migration_Prolonged","Low","1"
"402","LA202","Steelhead","Migration","LOB","Steelhead_Migration","Low","1"
"403","LA202","Steelhead","Smolts","LOB","Steelhead_Smolts","Low","1"
"404","LA202","Typha","Adult","LOB","Typha_Adult","Partial","2"
"405","LA202","Typha","Seedling","LOB","Typha_Seedling","Low","1"
"406","LA202","Willow","Adult","LOB","Willow_Adult","High","3"
"407","LA202","Willow","Germination","LOB","Willow_Germination","Low","1"
"408","LA202","Willow","Seedling","LOB","Willow_Seedling","Low","1"
"409","LA202","Cladophora","Adult","MC","Cladophora_Adult","Partial","2"
"410","LA202","SAS","Adult","MC","SAS_Adult","Partial","2"
"411","LA202","SAS","Juvenile","MC","SAS_Juvenile","Partial","2"
"412","LA202","SAS","Fry","MC","SAS_Fry","Low","1"
"413","LA202","Steelhead","Migration_Prolonged","MC","Steelhead_Migration_Prolonged","Low","1"
"414","LA202","Steelhead","Migration","MC","Steelhead_Migration","Low","1"
"415","LA202","Steelhead","Smolts","MC","Steelhead_Smolts","High","3"
"416","LA202","Typha","Adult","MC","Typha_Adult","Partial","2"
"417","LA202","Typha","Seedling","MC","Typha_Seedling","Partial","2"
"418","LA202","Willow","Adult","MC","Willow_Adult","High","3"
"419","LA202","Willow","Germination","MC","Willow_Germination","Low","1"
"420","LA202","Willow","Seedling","MC","Willow_Seedling","High","3"
"421","LA202","Cladophora","Adult","ROB","Cladophora_Adult","Low","1"
"422","LA202","SAS","Adult","ROB","SAS_Adult","Low","1"
"423","LA202","SAS","Juvenile","ROB","SAS_Juvenile","Low","1"
"424","LA202","SAS","Fry","ROB","SAS_Fry","Low","1"
"425","LA202","Steelhead","Migration_Prolonged","ROB","Steelhead_Migration_Prolonged","Low","1"
"426","LA202","Steelhead","Migration","ROB","Steelhead_Migration","Low","1"
"427","LA202","Steelhead","Smolts","ROB","Steelhead_Smolts","Low","1"
"428","LA202","Typha","Adult","ROB","Typha_Adult","Partial","2"
"429","LA202","Typha","Seedling","ROB","Typha_Seedling","Low","1"
"430","LA202","Willow","Adult","ROB","Willow_Adult","High","3"
"431","LA202","Willow","Germination","ROB","Willow_Germination","Low","1"
"432","LA202","Willow","Seedling","ROB","Willow_Seedling","Low","1"
"433","LA3","Cladophora","Adult","LOB","Cladophora_Adult","Low","1"
"434","LA3","SAS","Adult","LOB","SAS_Adult","Partial","2"
"435","LA3","SAS","Juvenile","LOB","SAS_Juvenile","Partial","2"
"436","LA3","SAS","Fry","LOB","SAS_Fry","Low","1"
"437","LA3","Steelhead","Migration_Prolonged","LOB","Steelhead_Migration_Prolonged","Low","1"
"438","LA3","Steelhead","Migration","LOB","Steelhead_Migration","Low","1"
"439","LA3","Steelhead","Smolts","LOB","Steelhead_Smolts","Low","1"
"440","LA3","Typha","Adult","LOB","Typha_Adult","Partial","2"
"441","LA3","Typha","Seedling","LOB","Typha_Seedling","Partial","2"
"442","LA3","Willow","Adult","LOB","Willow_Adult","High","3"
"443","LA3","Willow","Germination","LOB","Willow_Germination","Low","1"
"444","LA3","Willow","Seedling","LOB","Willow_Seedling","Low","1"
"445","LA3","Cladophora","Adult","MC","Cladophora_Adult","High","3"
"446","LA3","SAS","Adult","MC","SAS_Adult","Partial","2"
"447","LA3","SAS","Juvenile","MC","SAS_Juvenile","Partial","2"
"448","LA3","SAS","Fry","MC","SAS_Fry","Low","1"
"449","LA3","Steelhead","Migration_Prolonged","MC","Steelhead_Migration_Prolonged","High","3"
"450","LA3","Steelhead","Migration","MC","Steelhead_Migration","High","3"
"451","LA3","Steelhead","Smolts","MC","Steelhead_Smolts","High","3"
"452","LA3","Typha","Adult","MC","Typha_Adult","Low","1"
"453","LA3","Typha","Seedling","MC","Typha_Seedling","Low","1"
"454","LA3","Willow","Adult","MC","Willow_Adult","High","3"
"455","LA3","Willow","Germination","MC","Willow_Germination","Low","1"
"456","LA3","Willow","Seedling","MC","Willow_Seedling","High","3"
"457","LA3","Cladophora","Adult","ROB","Cladophora_Adult","Low","1"
"458","LA3","SAS","Fry","ROB","SAS_Fry","Low","1"
"459","LA3","SAS","Adult","ROB","SAS_Adult","Partial","2"
"460","LA3","SAS","Juvenile","ROB","SAS_Juvenile","Partial","2"
"461","LA3","Steelhead","Migration_Prolonged","ROB","Steelhead_Migration_Prolonged","Low","1"
"462","LA3","Steelhead","Migration","ROB","Steelhead_Migration","Low","1"
"463","LA3","Steelhead","Smolts","ROB","Steelhead_Smolts","Low","1"
"464","LA3","Typha","Adult","ROB","Typha_Adult","Partial","2"
"465","LA3","Typha","Seedling","ROB","Typha_Seedling","Partial","2"
"466","LA3","Willow","Adult","ROB","Willow_Adult","High","3"
"467","LA3","Willow","Germination","ROB","Willow_Germination","Low","1"
"468","LA3","Willow","Seedling","ROB","Willow_Seedling","Low","1"
"469","LA8","Cladophora","Adult","LOB","Cladophora_Adult","Partial","2"
"470","LA8","SAS","Adult","LOB","SAS_Adult","Partial","2"
"471","LA8","SAS","Juvenile","LOB","SAS_Juvenile","Partial","2"
"472","LA8","SAS","Fry","LOB","SAS_Fry","Low","1"
"473","LA8","Steelhead","Migration_Prolonged","LOB","Steelhead_Migration_Prolonged","Low","1"
"474","LA8","Steelhead","Migration","LOB","Steelhead_Migration","Low","1"
"475","LA8","Steelhead","Smolts","LOB","Steelhead_Smolts","High","3"
"476","LA8","Typha","Adult","LOB","Typha_Adult","Partial","2"
"477","LA8","Typha","Seedling","LOB","Typha_Seedling","Partial","2"
"478","LA8","Willow","Adult","LOB","Willow_Adult","High","3"
"479","LA8","Willow","Germination","LOB","Willow_Germination","Low","1"
"480","LA8","Willow","Seedling","LOB","Willow_Seedling","Low","1"
"481","LA8","Cladophora","Adult","MC","Cladophora_Adult","High","3"
"482","LA8","SAS","Adult","MC","SAS_Adult","Low","1"
"483","LA8","SAS","Juvenile","MC","SAS_Juvenile","Low","1"
"484","LA8","SAS","Fry","MC","SAS_Fry","Low","1"
"485","LA8","Steelhead","Migration_Prolonged","MC","Steelhead_Migration_Prolonged","High","3"
"486","LA8","Steelhead","Migration","MC","Steelhead_Migration","High","3"
"487","LA8","Steelhead","Smolts","MC","Steelhead_Smolts","High","3"
"488","LA8","Typha","Adult","MC","Typha_Adult","Low","1"
"489","LA8","Typha","Seedling","MC","Typha_Seedling","Partial","2"
"490","LA8","Willow","Adult","MC","Willow_Adult","High","3"
"491","LA8","Willow","Germination","MC","Willow_Germination","Low","1"
"492","LA8","Willow","Seedling","MC","Willow_Seedling","High","3"
"493","LA8","Cladophora","Adult","ROB","Cladophora_Adult","Partial","2"
"494","LA8","SAS","Adult","ROB","SAS_Adult","Partial","2"
"495","LA8","SAS","Juvenile","ROB","SAS_Juvenile","Partial","2"
"496","LA8","SAS","Fry","ROB","SAS_Fry","Low","1"
"497","LA8","Steelhead","Migration_Prolonged","ROB","Steelhead_Migration_Prolonged","Low","1"
"498","LA8","Steelhead","Migration","ROB","Steelhead_Migration","Low","1"
"499","LA8","Steelhead","Smolts","ROB","Steelhead_Smolts","High","3"
"500","LA8","Typha","Adult","ROB","Typha_Adult","Partial","2"
"501","LA8","Typha","Seedling","ROB","Typha_Seedling","Partial","2"
"502","LA8","Willow","Adult","ROB","Willow_Adult","High","3"
"503","LA8","Willow","Germination","ROB","Willow_Germination","Low","1"
"504","LA8","Willow","Seedling","ROB","Willow_Seedling","Low","1"
