Location,Section,Reach,Latitude,Longitude,Date,General Transect,Channel width (m),Depth (cm),Vel (0.6) m/s,Vel (0.2)  m/s,Vel (0.8)  m/s,Distance to Cover (m),Cover Type,Dominant Substrate,Canopy Left,Canopy Upstream,Canopy Right,Canopy Downstream,Comments
Rialto Drain to RIX,2,1,34.04158,-117.35422,9/19/2017,2,4.4,44,0.14,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04158,-117.35422,9/19/2017,2,4.4,46,0.36,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04158,-117.35422,9/19/2017,2,4.4,50,0.34,NA,NA,NA,NA,GV,NV,0,NV,1,
Rialto Drain to RIX,2,1,34.04168,-117.35423,9/19/2017,3,2.6,18,0,NA,NA,NA,OV,CO,17,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04168,-117.35423,9/19/2017,3,2.6,20,0.11,NA,NA,NA,OV,CO,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04168,-117.35423,9/19/2017,3,2.6,20,0.05,NA,NA,NA,UB,SA,NV,NV,17,NV,
Rialto Drain to RIX,2,1,34.04168,-117.35423,9/19/2017,3,2.6,22,0.21,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04168,-117.35423,9/19/2017,3,2.6,24,0.09,NA,NA,NA,UB,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04168,-117.35423,9/19/2017,3,2.6,24,0.15,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04168,-117.35423,9/19/2017,3,2.6,26,0.31,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04168,-117.35423,9/19/2017,3,2.6,34,0.49,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04168,-117.35423,9/19/2017,3,2.6,36,0.38,NA,NA,NA,NA,GV,NV,0,NV,1,
Rialto Drain to RIX,2,1,34.04168,-117.35423,9/19/2017,3,2.6,38,0.25,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04175,-117.35425,9/19/2017,4,4,1,0,NA,NA,NA,NA,SA,14,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04175,-117.35425,9/19/2017,4,4,2,0,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04175,-117.35425,9/19/2017,4,4,4,0.07,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04175,-117.35425,9/19/2017,4,4,10,0.24,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04175,-117.35425,9/19/2017,4,4,20,0.27,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04175,-117.35425,9/19/2017,4,4,24,0.27,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04175,-117.35425,9/19/2017,4,4,40,0.27,NA,NA,NA,NA,GV,NV,0,NV,0,
Rialto Drain to RIX,2,1,34.04175,-117.35425,9/19/2017,4,4,46,0.02,NA,NA,NA,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04175,-117.35425,9/19/2017,4,4,48,0.23,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04175,-117.35425,9/19/2017,4,4,54,0.05,NA,NA,NA,NA,GV,NV,NV,2,NV,
Rialto Drain to RIX,2,1,34.04175,-117.35425,9/19/2017,4,4,60,0.08,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04188,-117.35426,9/19/2017,5,3.4,2,0.1,NA,NA,NA,NA,GV,3,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04188,-117.35426,9/19/2017,5,3.4,4,0.27,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04188,-117.35426,9/19/2017,5,3.4,6,0.29,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04188,-117.35426,9/19/2017,5,3.4,6,0.31,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04188,-117.35426,9/19/2017,5,3.4,10,0.3,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04188,-117.35426,9/19/2017,5,3.4,14,0.42,NA,NA,NA,NA,GV,NV,NV,4,NV,
Rialto Drain to RIX,2,1,34.04188,-117.35426,9/19/2017,5,3.4,16,0.44,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04188,-117.35426,9/19/2017,5,3.4,18,0.43,NA,NA,NA,NA,CO,NV,0,NV,0,
Rialto Drain to RIX,2,1,34.04188,-117.35426,9/19/2017,5,3.4,18,0.45,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04188,-117.35426,9/19/2017,5,3.4,20,0.5,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04195,-117.35425,9/19/2017,6,4.1,1,0,NA,NA,NA,NA,SA,15,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04195,-117.35425,9/19/2017,6,4.1,2,0.15,NA,NA,NA,NA,GV,NV,NV,5,NV,
Rialto Drain to RIX,2,1,34.04195,-117.35425,9/19/2017,6,4.1,4,0,NA,NA,NA,OV,CO,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04195,-117.35425,9/19/2017,6,4.1,6,0.22,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04195,-117.35425,9/19/2017,6,4.1,8,0.3,NA,NA,NA,NA,BO,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04195,-117.35425,9/19/2017,6,4.1,8,0.33,NA,NA,NA,OV,CO,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04195,-117.35425,9/19/2017,6,4.1,8,0.21,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04195,-117.35425,9/19/2017,6,4.1,12,0.46,NA,NA,NA,NA,GV,NV,0,NV,0,
Rialto Drain to RIX,2,1,34.04195,-117.35425,9/19/2017,6,4.1,14,0.67,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Rialto Drain to RIX,2,1,34.04195,-117.35425,9/19/2017,6,4.1,22,0.66,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0421,-117.35416,9/19/2017,1,6.2,2,0,NA,NA,0,OV,SI,17,NV,NV,NV,Bottom
Rialto Drain to RIX,2,2,34.0421,-117.35416,9/19/2017,1,6.2,2,0,NA,NA,0,OV,SI,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0421,-117.35416,9/19/2017,1,6.2,8,0.26,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0421,-117.35416,9/19/2017,1,6.2,10,0.3,NA,NA,NA,NA,GV,NV,0,NV,2,
Rialto Drain to RIX,2,2,34.0421,-117.35416,9/19/2017,1,6.2,10,0.06,NA,NA,0,OV,NA,NV,NV,17,NV,
Rialto Drain to RIX,2,2,34.0421,-117.35416,9/19/2017,1,6.2,12,0.17,NA,NA,0.3,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0421,-117.35416,9/19/2017,1,6.2,12,0.31,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0421,-117.35416,9/19/2017,1,6.2,12,0.25,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0421,-117.35416,9/19/2017,1,6.2,14,0,NA,NA,0,OV,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0421,-117.35416,9/19/2017,1,6.2,16,0.27,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04221,-117.35412,9/19/2017,2,4.5,2,0,NA,NA,0,OV,GV,17,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04221,-117.35412,9/19/2017,2,4.5,2,0,NA,NA,NA,OV,SA,NV,NV,17,NV,
Rialto Drain to RIX,2,2,34.04221,-117.35412,9/19/2017,2,4.5,10,0.03,NA,NA,NA,OV,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04221,-117.35412,9/19/2017,2,4.5,12,0.23,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04221,-117.35412,9/19/2017,2,4.5,12,0.24,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04221,-117.35412,9/19/2017,2,4.5,12,0.33,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04221,-117.35412,9/19/2017,2,4.5,16,0,NA,NA,0,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04221,-117.35412,9/19/2017,2,4.5,16,0.28,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04221,-117.35412,9/19/2017,2,4.5,18,0.32,NA,NA,NA,NA,GV,NV,7,NV,6,
Rialto Drain to RIX,2,2,34.04221,-117.35412,9/19/2017,2,4.5,20,0.36,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04223,-117.35411,9/19/2017,3,4.2,10,0,NA,NA,NA,OV,SA,NV,NV,17,NV,
Rialto Drain to RIX,2,2,34.04223,-117.35411,9/19/2017,3,4.2,20,0.01,NA,NA,NA,OV,SA,14,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04223,-117.35411,9/19/2017,3,4.2,24,0.21,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04223,-117.35411,9/19/2017,3,4.2,28,0.02,NA,NA,NA,OV,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04223,-117.35411,9/19/2017,3,4.2,28,0.2,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04223,-117.35411,9/19/2017,3,4.2,32,0.08,NA,NA,NA,OV,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04223,-117.35411,9/19/2017,3,4.2,32,0.2,NA,NA,NA,NA,SA,NV,12,NV,16,
Rialto Drain to RIX,2,2,34.04223,-117.35411,9/19/2017,3,4.2,34,0.18,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04223,-117.35411,9/19/2017,3,4.2,36,0.17,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04223,-117.35411,9/19/2017,3,4.2,38,0.15,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04237,-117.35406,9/19/2017,4,3.7,2,0,NA,NA,NA,NA,SA,15,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04237,-117.35406,9/19/2017,4,3.7,12,0.06,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04237,-117.35406,9/19/2017,4,3.7,16,0.12,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04237,-117.35406,9/19/2017,4,3.7,18,0.13,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04237,-117.35406,9/19/2017,4,3.7,22,0.22,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04237,-117.35406,9/19/2017,4,3.7,24,0.21,NA,NA,NA,NA,GV,NV,14,NV,7,
Rialto Drain to RIX,2,2,34.04237,-117.35406,9/19/2017,4,3.7,24,0.17,NA,NA,0,OV,SA,NV,NV,17,NV,
Rialto Drain to RIX,2,2,34.04237,-117.35406,9/19/2017,4,3.7,30,0.39,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04237,-117.35406,9/19/2017,4,3.7,30,0.41,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04237,-117.35406,9/19/2017,4,3.7,32,0.22,NA,NA,0,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0424,-117.3574,9/19/2017,5,5,2,0,NA,NA,NA,NA,GV,NV,NV,17,NV,
Rialto Drain to RIX,2,2,34.0424,-117.3574,9/19/2017,5,5,6,0.11,NA,NA,NA,NA,GV,16,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0424,-117.3574,9/19/2017,5,5,6,0.2,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0424,-117.3574,9/19/2017,5,5,6,0.35,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0424,-117.3574,9/19/2017,5,5,6,0.44,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0424,-117.3574,9/19/2017,5,5,6,0.49,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0424,-117.3574,9/19/2017,5,5,8,0.51,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0424,-117.3574,9/19/2017,5,5,8,0.46,NA,NA,NA,NA,GV,NV,0,NV,0,
Rialto Drain to RIX,2,2,34.0424,-117.3574,9/19/2017,5,5,10,0.4,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.0424,-117.3574,9/19/2017,5,5,12,0.58,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04249,-117.35391,9/19/2017,6,7.3,2,0,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04249,-117.35391,9/19/2017,6,7.3,7,0.07,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04249,-117.35391,9/19/2017,6,7.3,7,0.18,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04249,-117.35391,9/19/2017,6,7.3,8,0.17,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04249,-117.35391,9/19/2017,6,7.3,10,0.2,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04249,-117.35391,9/19/2017,6,7.3,15,0,NA,NA,NA,WD,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04249,-117.35391,9/19/2017,6,7.3,15,0.22,NA,NA,NA,WD,GV,NV,4,NV,16,
Rialto Drain to RIX,2,2,34.04249,-117.35391,9/19/2017,6,7.3,15,0.13,NA,NA,NA,OV,SA,17,NV,NV,NV,Top
Rialto Drain to RIX,2,2,34.04249,-117.35391,9/19/2017,6,7.3,16,0.27,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,2,34.04249,-117.35391,9/19/2017,6,7.3,16,0.29,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04292,-117.35386,9/20/2017,1,6.1,6,0,NA,NA,NA,NA,SA,12,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04292,-117.35386,9/20/2017,1,6.1,14,0.08,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04292,-117.35386,9/20/2017,1,6.1,17,0.23,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04292,-117.35386,9/20/2017,1,6.1,18,0.21,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04292,-117.35386,9/20/2017,1,6.1,19,0.29,NA,NA,NA,NA,GV,NV,17,NV,16,
Rialto Drain to RIX,2,3,34.04292,-117.35386,9/20/2017,1,6.1,19,0.29,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04292,-117.35386,9/20/2017,1,6.1,20,0.07,NA,NA,NA,WD,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04292,-117.35386,9/20/2017,1,6.1,22,0.17,NA,NA,NA,OV,GV,NV,NV,17,NV,
Rialto Drain to RIX,2,3,34.04292,-117.35386,9/20/2017,1,6.1,22,0.34,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04292,-117.35386,9/20/2017,1,6.1,22,0.36,NA,NA,NA,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04304,-117.35383,9/20/2017,2,5.6,5,0.01,NA,NA,NA,OV,GV,NV,NV,17,NV,
Rialto Drain to RIX,2,3,34.04304,-117.35383,9/20/2017,2,5.6,11,0.06,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04304,-117.35383,9/20/2017,2,5.6,14,0.36,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04304,-117.35383,9/20/2017,2,5.6,14,0.03,NA,NA,NA,OV,SA,14,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04304,-117.35383,9/20/2017,2,5.6,14,0.04,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04304,-117.35383,9/20/2017,2,5.6,19,0.08,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04304,-117.35383,9/20/2017,2,5.6,20,0.53,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04304,-117.35383,9/20/2017,2,5.6,21,0.28,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04304,-117.35383,9/20/2017,2,5.6,23,0.12,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04304,-117.35383,9/20/2017,2,5.6,26,0.23,NA,NA,NA,NA,GV,NV,17,NV,15,
Rialto Drain to RIX,2,3,34.04309,-117.35384,9/20/2017,3,4.7,4,0.04,NA,NA,NA,NA,SA,17,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04309,-117.35384,9/20/2017,3,4.7,8,0.51,NA,NA,0,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04309,-117.35384,9/20/2017,3,4.7,8,0.41,NA,NA,NA,NA,GV,NV,16,NV,17,
Rialto Drain to RIX,2,3,34.04309,-117.35384,9/20/2017,3,4.7,10,0.13,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04309,-117.35384,9/20/2017,3,4.7,11,0.14,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04309,-117.35384,9/20/2017,3,4.7,11,0.27,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04309,-117.35384,9/20/2017,3,4.7,11,0.41,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04309,-117.35384,9/20/2017,3,4.7,15,0.54,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04309,-117.35384,9/20/2017,3,4.7,16,0,NA,NA,0,OV,SA,NV,NV,14,NV,
Rialto Drain to RIX,2,3,34.04309,-117.35384,9/20/2017,3,4.7,20,0.55,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04317,-117.35378,9/20/2017,4,4.5,4,0,NA,NA,NA,UB,SA,NV,NV,17,NV,
Rialto Drain to RIX,2,3,34.04317,-117.35378,9/20/2017,4,4.5,9,0.01,NA,NA,NA,OV,SA,11,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04317,-117.35378,9/20/2017,4,4.5,14,0.26,NA,NA,NA,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04317,-117.35378,9/20/2017,4,4.5,20,0.1,NA,NA,NA,OV,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04317,-117.35378,9/20/2017,4,4.5,21,0.17,NA,NA,NA,OV,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04317,-117.35378,9/20/2017,4,4.5,23,0.26,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04317,-117.35378,9/20/2017,4,4.5,27,0.29,NA,NA,NA,OV,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04317,-117.35378,9/20/2017,4,4.5,28,0.36,NA,NA,NA,OV,SA,NV,17,NV,17,
Rialto Drain to RIX,2,3,34.04317,-117.35378,9/20/2017,4,4.5,31,0.14,NA,UB,NA,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04317,-117.35378,9/20/2017,4,4.5,32,0.22,NA,NA,NA,OV,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.0433,-117.35375,9/20/2017,5,3.9,1,0,NA,NA,NA,NA,SA,15,NV,NV,NV,
Rialto Drain to RIX,2,3,34.0433,-117.35375,9/20/2017,5,3.9,4,0,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.0433,-117.35375,9/20/2017,5,3.9,6,0,NA,NA,NA,NA,GV,NV,NV,17,NV,
Rialto Drain to RIX,2,3,34.0433,-117.35375,9/20/2017,5,3.9,10,0,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.0433,-117.35375,9/20/2017,5,3.9,10,0.15,NA,NA,NA,OV,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.0433,-117.35375,9/20/2017,5,3.9,14,0.13,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.0433,-117.35375,9/20/2017,5,3.9,21,0.59,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.0433,-117.35375,9/20/2017,5,3.9,22,0.38,NA,NA,NA,OV,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.0433,-117.35375,9/20/2017,5,3.9,23,0.45,NA,NA,NA,NA,GV,NV,17,NV,17,
Rialto Drain to RIX,2,3,34.0433,-117.35375,9/20/2017,5,3.9,26,0.33,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04331,-117.35371,9/20/2017,6,6,4,0.15,NA,NA,NA,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04331,-117.35371,9/20/2017,6,6,5,0.05,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04331,-117.35371,9/20/2017,6,6,5,0.3,NA,NA,NA,OV,GV,NV,17,NV,17,
Rialto Drain to RIX,2,3,34.04331,-117.35371,9/20/2017,6,6,6,0.24,NA,NA,NA,OV,GV,NV,NV,17,NV,
Rialto Drain to RIX,2,3,34.04331,-117.35371,9/20/2017,6,6,7,0,NA,NA,NA,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04331,-117.35371,9/20/2017,6,6,8,0.32,NA,NA,NA,OV,GV,17,NV,NV,NV,Top
Rialto Drain to RIX,2,3,34.04331,-117.35371,9/20/2017,6,6,16,0.44,NA,NA,NA,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04331,-117.35371,9/20/2017,6,6,22,0.3,NA,NA,NA,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04331,-117.35371,9/20/2017,6,6,22,0.41,NA,NA,NA,OV,GV,NV,NV,NV,NV,
Rialto Drain to RIX,2,3,34.04331,-117.35371,9/20/2017,6,6,24,0,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03705,-117.35606,9/20/2017,1,8.1,2,0.05,NA,NA,NA,OV,SA,17,NV,NV,NV,Bottom
RIX to Middle Channel,3,1,34.03705,-117.35606,9/20/2017,1,8.1,22,0.15,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03705,-117.35606,9/20/2017,1,8.1,24,0.43,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03705,-117.35606,9/20/2017,1,8.1,30,0.83,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03705,-117.35606,9/20/2017,1,8.1,30,0.15,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03705,-117.35606,9/20/2017,1,8.1,32,0.44,NA,NA,NA,OV,SA,NV,NV,15,NV,
RIX to Middle Channel,3,1,34.03705,-117.35606,9/20/2017,1,8.1,38,0.95,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03705,-117.35606,9/20/2017,1,8.1,40,0.57,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03705,-117.35606,9/20/2017,1,8.1,46,0.96,NA,NA,NA,NA,GV,NV,3,NV,6,
RIX to Middle Channel,3,1,34.03705,-117.35606,9/20/2017,1,8.1,46,0.69,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03719,-117.35602,9/20/2017,2,9.7,1,0,NA,NA,NA,NA,NA,NV,NV,15,NV,
RIX to Middle Channel,3,1,34.03719,-117.35602,9/20/2017,2,9.7,10,0.19,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03719,-117.35602,9/20/2017,2,9.7,12,0.17,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03719,-117.35602,9/20/2017,2,9.7,12,0.37,NA,NA,NA,NA,SA,NV,2,NV,3,
RIX to Middle Channel,3,1,34.03719,-117.35602,9/20/2017,2,9.7,18,0.07,NA,NA,NA,OV,SI,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03719,-117.35602,9/20/2017,2,9.7,20,0.19,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03719,-117.35602,9/20/2017,2,9.7,22,0.33,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03719,-117.35602,9/20/2017,2,9.7,24,0.09,NA,NA,NA,OV,SI,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03719,-117.35602,9/20/2017,2,9.7,52,0.56,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03719,-117.35602,9/20/2017,2,9.7,58,0.92,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03719,-117.35602,9/20/2017,2,9.7,62,1.02,NA,NA,NA,OV,SA,14,NV,NV,NV,
RIX to Middle Channel,3,1,34.03733,-117.35595,9/20/2017,3,10.4,2,0,NA,NA,NA,OV,SI,14,NV,NV,NV,
RIX to Middle Channel,3,1,34.03733,-117.35595,9/20/2017,3,10.4,6,0.28,NA,NA,NA,NA,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03733,-117.35595,9/20/2017,3,10.4,10,0.21,NA,NA,NA,OV,SA,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03733,-117.35595,9/20/2017,3,10.4,12,0.43,NA,NA,NA,NA,GV,NV,NV,NV,NV,
RIX to Middle Channel,3,1,34.03733,-117.35595,9/20/2017,3,10.4,20,0.09,NA,NA,NA,OV,SA,NV,NV,17,NV,
