Section,Segment,Reach,Sampled Post storm (Y/N),Latitude,Longitude,Date,Transect #,Channel width (m),Depth (cm),Vel (0.6) m/s,Vel (0.2)  m/s,Vel (0.8)  m/s,Substrate,Available cover type,Distance (m) TO COVER,Line Order#,Transect DS to US order,Notes,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,7,6.4,26,0.35,NV,NV,GV,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,7,6.4,22,0.88,NV,NV,GV,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,7,6.4,26,1.06,NV,NV,GV,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,7,6.4,30,1.09,NV,NV,GV,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,7,6.4,40,1.22,NV,NV,CO,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,7,6.4,36,1.42,NV,NV,CO,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,7,6.4,36,1.11,NV,NV,CO,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,7,6.4,26,0.62,NV,NV,GV,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,8,7.8,54,0.95,NV,NV,GV,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,8,7.8,58,1.53,NV,NV,CO,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,8,7.8,46,1.32,NV,NV,GV,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,8,7.8,33,0.91,NV,NV,GV,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,8,7.8,4,0.04,NV,NV,GV,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,8,7.8,0,0.00,NV,NV,GV,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,8,7.8,0,0.00,NV,NV,GV,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,8,7.8,0,0.00,NV,NV,GV,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,8,7.8,10,0.36,NV,NV,GV,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,8,7.8,12,0.16,NV,NV,GV,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,9,8.5,2,0.00,NV,NV,SA,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,9,8.5,8,0.24,NV,NV,SA,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,9,8.5,8,0.32,NV,NV,SA,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,9,8.5,8,0.35,NV,NV,GV,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,9,8.5,12,0.56,NV,NV,GV,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,9,8.5,20,0.78,NV,NV,CO,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,9,8.5,22,0.92,NV,NV,GV,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,9,8.5,28,0.97,NV,NV,GV,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,9,8.5,38,0.89,NV,NV,GV,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,9,8.5,36,0.80,NV,NV,GV,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,10,6.4,2,-0.04,NV,NV,SA,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,10,6.4,30,0.18,NV,NV,SA,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,10,6.4,54,0.31,NV,NV,SA,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,10,6.4,62,0.34,NV,NV,SA,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,10,6.4,78,0.51,NV,NV,SA,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,10,6.4,90,0.58,NV,NV,CO,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,10,6.4,84,0.42,NV,NV,SA,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,10,6.4,81,0.12,NV,NV,SA,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,10,6.4,85,0.11,NV,NV,SA,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,7,N,34.03842,-117.35544,7/23/2015,10,6.4,82,-0.01,NV,NV,BR,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,1,9.4,31,0.14,NV,NV,GV,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,1,9.4,38,0.51,NV,NV,SA,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,1,9.4,28,0.63,NV,NV,GV,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,1,9.4,22,0.73,NV,NV,GV,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,1,9.4,20,0.71,NV,NV,GV,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,1,9.4,24,0.64,NV,NV,GV,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,1,9.4,34,0.76,NV,NV,SA,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,1,9.4,37,0.56,NV,NV,SA,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,1,9.4,40,0.61,NV,NV,SA,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,1,9.4,36,0.46,NV,NV,SA,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,2,7.7,25,0.46,NV,NV,GV,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,2,7.7,13,0.51,NV,NV,GV,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,2,7.7,22,0.70,NV,NV,GV,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,2,7.7,28,0.77,NV,NV,GV,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,2,7.7,36,0.81,NV,NV,GV,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,2,7.7,42,0.74,NV,NV,SA,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,2,7.7,51,0.57,NV,NV,GV,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,2,7.7,44,0.70,NV,NV,SA,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,2,7.7,34,0.29,NV,NV,SA,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,2,7.7,6,-0.06,NV,NV,SA,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,3,6.9,14,0.24,NV,NV,SA,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,3,6.9,30,0.67,NV,NV,GV,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,3,6.9,37,1.00,NV,NV,GV,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,3,6.9,40,0.90,NV,NV,GV,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,3,6.9,38,0.83,NV,NV,GV,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,3,6.9,37,0.76,NV,NV,SA,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,3,6.9,36,0.61,NV,NV,SA,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,3,6.9,34,0.55,NV,NV,SA,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,3,6.9,32,0.28,NV,NV,SA,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,3,6.9,20,0.02,NV,NV,SA,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,4,7,33,0.58,NV,NV,GV,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,4,7,33,0.68,NV,NV,GV,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,4,7,42,1.01,NV,NV,GV,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,4,7,40,1.15,NV,NV,GV,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,4,7,28,1.02,NV,NV,GV,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,4,7,16,0.89,NV,NV,GV,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,4,7,10,0.66,NV,NV,GV,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,4,7,20,0.79,NV,NV,GV,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,4,7,21,0.76,NV,NV,GV,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,4,7,2,0.00,NV,NV,SA,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,5,6,2,0.00,NV,NV,SA,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,5,6,14,0.37,NV,NV,SA,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,5,6,16,0.67,NV,NV,GV,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,5,6,22,0.73,NV,NV,GV,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,5,6,30,0.85,NV,NV,GV,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,5,6,34,0.93,NV,NV,GV,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,5,6,45,0.89,NV,NV,GV,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,5,6,42,0.78,NV,NV,GV,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,5,6,44,0.82,NV,NV,GV,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,5,6,44,1.14,NV,NV,GV,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,6,5.3,25,0.81,NV,NV,GV,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,6,5.3,25,0.88,NV,NV,GV,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,6,5.3,23,0.95,NV,NV,GV,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,6,5.3,22,1.05,NV,NV,GV,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,6,5.3,26,0.88,NV,NV,GV,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,6,5.3,30,0.80,NV,NV,GV,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,6,5.3,36,0.89,NV,NV,SA,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,6,5.3,35,1.00,NV,NV,GV,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,6,5.3,40,0.95,NV,NV,GV,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,7,Y,34.03842,-117.35544,9/20/2015,6,5.3,41,0.53,NV,NV,GV,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,1,4.8,48,0.33,NV,NV,SA,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,1,4.8,56,0.41,NV,NV,SA,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,1,4.8,69,0.84,NV,NV,SA,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,1,4.8,66,0.81,NV,NV,SA,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,1,4.8,56,0.66,NV,NV,SA,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,1,4.8,42,0.65,NV,NV,SA,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,1,4.8,36,0.74,NV,NV,SA,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,1,4.8,38,0.62,NV,NV,SA,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,1,4.8,34,0.51,NV,NV,SA,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,1,4.8,30,0.32,NV,NV,SA,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,2,6.1,6,-0.03,NV,NV,SA,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,2,6.1,40,0.74,NV,NV,SA,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,2,6.1,33,0.75,NV,NV,SA,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,2,6.1,37,0.85,NV,NV,SA,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,2,6.1,44,0.73,NV,NV,SA,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,2,6.1,34,0.92,NV,NV,SA,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,2,6.1,34,0.66,NV,NV,SA,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,2,6.1,38,0.83,NV,NV,SA,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,2,6.1,34,0.76,NV,NV,SA,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,2,6.1,18,0.31,NV,NV,SA,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,3,7.4,7,0.00,NV,NV,SA,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,3,7.4,22,-0.05,NV,NV,GV,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,3,7.4,30,0.69,NV,NV,SA,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,3,7.4,30,0.82,NV,NV,GV,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,3,7.4,34,0.64,NV,NV,GV,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,3,7.4,34,0.88,NV,NV,GV,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,3,7.4,36,0.92,NV,NV,SA,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,3,7.4,30,0.83,NV,NV,SA,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,3,7.4,38,0.69,NV,NV,SA,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,3,7.4,36,0.72,NV,NV,SA,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,4,9.2,4,0.05,NV,NV,SA,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,4,9.2,40,0.24,NV,NV,SA,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,4,9.2,30,0.68,NV,NV,SA,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,4,9.2,30,0.68,NV,NV,SA,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,4,9.2,34,0.84,NV,NV,SA,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,4,9.2,42,0.80,NV,NV,SA,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,4,9.2,37,0.66,NV,NV,SA,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,4,9.2,28,0.66,NV,NV,SA,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,4,9.2,16,0.29,NV,NV,GV,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,4,9.2,2,0.02,NV,NV,GV,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,5,8.9,2,-0.02,NV,NV,SA,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,5,8.9,17,0.49,NV,NV,GV,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,5,8.9,12,0.50,NV,NV,SA,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,5,8.9,21,0.59,NV,NV,SA,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,5,8.9,19,0.81,NV,NV,SA,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,5,8.9,24,0.74,NV,NV,SA,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,5,8.9,25,0.67,NV,NV,SA,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,5,8.9,30,0.77,NV,NV,SA,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,5,8.9,38,0.74,NV,NV,SA,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,5,8.9,39,0.67,NV,NV,SA,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,6,9.4,2,0.03,NV,NV,SA,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,6,9.4,26,0.56,NV,NV,GV,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,6,9.4,26,0.82,NV,NV,SA,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,6,9.4,29,0.71,NV,NV,SA,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,6,9.4,30,0.69,NV,NV,GV,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,6,9.4,30,0.83,NV,NV,SA,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,6,9.4,24,0.84,NV,NV,SA,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,6,9.4,32,0.64,NV,NV,SA,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,6,9.4,34,0.64,NV,NV,SA,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,6,9.4,26,0.26,NV,NV,CO,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,7,9,10,0.11,NV,NV,SA,NV,NV,1,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,7,9,32,0.60,NV,NV,SA,NV,NV,2,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,7,9,30,0.65,NV,NV,SA,NV,NV,3,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,7,9,36,0.72,NV,NV,SA,NV,NV,4,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,7,9,30,0.56,NV,NV,SA,NV,NV,5,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,7,9,26,0.45,NV,NV,SA,NV,NV,6,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,7,9,23,0.60,NV,NV,SA,NV,NV,7,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,7,9,25,0.70,NV,NV,GV,NV,NV,8,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,7,9,24,0.76,NV,NV,SA,NV,NV,9,NV,,
SAR RIX confluence to southern bank,3,8,N,34.03717,-117.356,7/23/2015,7,9,12,0.42,NV,NV,GV,NV,NV,10,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,1,7.2,10,0.05,NV,NV,SA,UB,0,1,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,1,7.2,55,0.65,NV,NV,SA,UB,0,2,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,1,7.2,49,0.85,NV,NV,SA,UB,1.4,3,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,1,7.2,32,0.87,NV,NV,SA,UB,2.1,4,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,1,7.2,32,0.81,NV,NV,SA,UB,2.8,5,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,1,7.2,37,0.73,NV,NV,SA,UB,3.5,6,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,1,7.2,24,0.64,NV,NV,GV,UB,4.2,7,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,1,7.2,20,0.60,NV,NV,GV,UB,4.9,8,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,1,7.2,8,0.29,NV,NV,GV,UB,2,9,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,1,7.2,2,0.12,NV,NV,SA,UB,2,10,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,2,7.8,44,0.57,NV,NV,SA,UB,0.8,1,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,2,7.8,42,0.64,NV,NV,SA,UB,1.6,2,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,2,7.8,36,0.70,NV,NV,SA,UB,2.4,3,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,2,7.8,36,0.76,NV,NV,SA,UB,3.2,4,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,2,7.8,34,0.57,NV,NV,SA,UB,4,5,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,2,7.8,34,0.65,NV,NV,SA,UB,4.8,6,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,2,7.8,19,0.61,NV,NV,SA,UB,5.6,7,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,2,7.8,17,0.55,NV,NV,GV,UB,6.4,8,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,2,7.8,7,0.16,NV,NV,GV,UB,7.2,9,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,3,7.8,2,0.00,NV,NV,GV,UB,7.8,1,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,3,9.7,12,0.00,NV,NV,SA,UB,0,2,NV,,
SAR RIX confluence to southern bank,3,8,Y,34.03717,-117.356,9/20/2015,3,9.7,31,0.00,NV,NV,SA,UB,0,3,NV,,
