Date,Condition,Site,Time,Replicate #,Fish #,SL (mm),TL (mm),Weight (g),Sex,Life Stage,Spawning (Y/N),Temp (°C),Depth (m),Current (m/sec)
14-Sep-99,OK,SGRA,1027,2,18,118,134,30.5,NB,1+ adult,N,18.68,0.53,0.1279144
14-Sep-99,OK,SGRA,1027,2,19,87,105,19,NB,1+ adult,N,18.68,0.69,0.11684
14-Sep-99,OK,SGRA,1027,2,20,81,100,12,NB,1+ adult,N,18.68,0.20,0.6926072
14-Sep-99,OK,SGRA,1119,3,21,152,172,56,NB,2+ adult,N,18.68,0.29,0.3604768
14-Sep-99,OK,SGRA,1119,3,22,86,102,11.5,NB,1+ adult,N,18.68,0.44,0.11684
14-Sep-99,OK,SGRA,1119,3,23,83,99,10,NB,1+ adult,N,18.68,0.40,0.6264656
14-Sep-99,OK,SGRA,1122,3,24,104,119,17,NB,1+ adult,N,19.62,0.26,0.0393192
14-Sep-99,OK,SGRA,1123,3,25,92,109,15,NB,1+ adult,N,19.62,0.35,0.0503936
14-Sep-99,OK,SGRA,1127,3,26,156,183,67,NB,2+ adult,N,19.66,0.45,0.450088
14-Sep-99,OK,SGRA,1132,3,27,90,105,12,NB,1+ adult,N,19.68,0.28,0.560324
14-Sep-99,OK,SGRA,1134,3,28,116,139,30,NB,1+ adult,N,19.66,0.45,0.1611376
14-Sep-99,OK,SGRA,1222,3,29,87,106,14,NB,1+ adult,N,20.26,0.42,0
14-Sep-99,OK,SGRA,1222,3,30,127,149,35.5,NB,2+ adult,N,20.26,0.40,0.2386584
14-Sep-99,OK,SGRA,1400,4,31,94,112,14.5,NB,1+ adult,N,22.44,0.14,0
14-Sep-99,OK,SGRA,1402,4,32,145,162,51,NB,2+ adult,N,22.42,0.37,0.615442
14-Sep-99,OK,SGRA,1402,4,33,146,170,55,NB,2+ adult,N,22.42,0.30,0.6264656
14-Sep-99,OK,SGRA,1405,4,34,85,102,13,NB,1+ adult,N,22.42,0.30,0.3494024
14-Sep-99,OK,SGRA,1411,4,35,71,82,7,NB,0+ adult,N,22.47,0.48,0.1389888
14-Sep-99,OK,SGRA,1414,4,36,148,173,66.5,NB,2+ adult,N,22.43,0.26,0.0725424
14-Sep-99,OK,SGRA,1420,4,37,135,152,36.5,NB,2+ adult,N,22.47,0.26,0.2940304
14-Sep-99,OK,SGRA,1424,4,38,130,149,37.5,NB,2+ adult,N,22.47,0.36,0.2054352
14-Sep-99,OK,SGRA,1428,4,39,139,157,45.5,NB,2+ adult,N,22.40,0.39,0.0503936
14-Sep-99,OK,SGRA,1428,4,40,30,35,1.1,NB,Juvenile,N,,0.39,0.505206
14-Sep-99,OK,SGRA,1532,5,41,123,139,32,NB,2+ adult,N,22.40,0.35,0.1943608
14-Sep-99,AB,SGRA,1538,5,42,116,134,28,NB,1+ adult,N,21.95,0.37,0.0836168
14-Sep-99,OK,SGRA,1546,5,43,112,130,26,NB,1+ adult,N,21.87,0.39,0.1611376
14-Sep-99,OK,SGRA,1548,5,44,89,103,12.5,NB,1+ adult,N,21.84,0.32,0.172212
14-Sep-99,OK,SGRA,1552,5,45,78,90,9,NB,0+ adult,N,21.82,0.39,0.0725424
14-Sep-99,OK,SGRA,1555,5,46,115,131,25.5,NB,1+ adult,N,21.78,0.41,0.11684
14-Sep-99,OK,SGRA,1650,6,47,159,183,61,NB,2+ adult,N,20.78,0.41,0.1057656
14-Sep-99,OK,SGRA,1650,6,48,106,127,23,NB,1+ adult,N,20.78,0.49,0.1832864
14-Sep-99,OK,SGRA,1652,6,49,133,153,41,NB,2+ adult,N,20.74,0.34,0.4047744
14-Sep-99,OK,SGRA,1656,6,50,132,150,43,NB,2+ adult,N,20.73,0.51,0
14-Sep-99,OK,SGRA,1659,6,51,132,153,40,NB,2+ adult,N,20.69,0.35,0.1500632
14-Sep-99,OK,SGRA,1703,6,52,144,165,54,NB,2+ adult,N,20.67,0.40,0.0836168
14-Sep-99,OK,SGRA,1705,6,53,115,135,26,NB,1+ adult,N,20.63,0.28,0.1832864
14-Sep-99,OK,SGRA,1750,7,54,130,149,42,NB,2+ adult,N,19.85,0.55,0.0725424
14-Sep-99,OK,SGRA,1755,7,55,138,158,47,NB,2+ adult,N,19.82,0.49,0.1389888
14-Sep-99,OK,SGRA,1757,7,56,89,105,13,NB,1+ adult,N,19.82,0.55,0.1943608
14-Sep-99,OK,SGRA,1800,7,57,83,100,12,NB,1+ adult,N,19.80,0.60,0.1389888
14-Sep-99,OK,SGRA,1803,7,58,95,109,15.5,NB,1+ adult,N,18.79,0.32,0.0946912
14-Sep-99,OK,SGRA,1803,7,59,96,111,15,NB,1+ adult,N,18.79,0.41,0.2054352
14-Sep-99,OK,SGRA,1806,7,60,94,108,15,NB,1+ adult,N,19.78,0.51,0.2718816
14-Sep-99,OK,SGRA,1806,7,61,100,116,17.5,NB,1+ adult,N,19.78,0.48,0.450088
14-Sep-99,OK,SGRA,1806,7,62,95,109,16.5,NB,1+ adult,N,19.78,0.21,0.2497328
14-Sep-99,OK,SGRA,1806,7,63,90,103,13.5,NB,1+ adult,N,19.78,0.36,0.3161792
14-Sep-99,OK,SGRA,915,1,1,90,107,16.5,NB,1+ adult,N,17.38,0.36,0.3604768
14-Sep-99,OK,SGRA,915,1,2,110,115,19,NB,1+ adult,N,17.44,0.29,0.3604768
14-Sep-99,OK,SGRA,921,1,3,131,150,44,NB,2+ adult,N,17.48,0.28,0.5933948
14-Sep-99,OK,SGRA,923,1,4,92,109,16.5,NB,1+ adult,N,17.51,0.09,0.4269232
14-Sep-99,OK,SGRA,923,1,5,95,111,16,NB,1+ adult,N,11.51,0.28,0.450088
14-Sep-99,OK,SGRA,928,1,6,90,105,16,NB,1+ adult,N,17.55,0.2,0.5493004
14-Sep-99,OK,SGRA,930,1,7,85,100,12,NB,1+ adult,N,17.57,0.45,0.282956
16-Dec-98,OK,SGRA,1049,2,2,134,160,58,NB,2+ adult,N,10.34,0.58,0.3494024
16-Dec-98,OK,SGRA,1055,2,3,127,150,42,NB,2+ adult,N,10.37,0.15,0.5493004
16-Dec-98,OK,SGRA,1055,2,4,124,149,43,NB,2+ adult,N,10.37,0.22,0.3826256
16-Dec-98,OK,SGRA,1153,3,5,126,144,34,NB,2+ adult,N,10.85,0.27,0.338328
16-Dec-98,OK,SGRA,1155,3,6,138,165,52,NB,2+ adult,N,10.86,0.20,0.1943608
16-Dec-98,OK,SGRA,1314,4,7,147,174,73.5,NB,2+ adult,N,11.23,0.14,0.3161792
16-Dec-98,OK,SGRA,1319,4,8,45,56,2,NB,0+ adult,N,11.35,0.31,0.6374892
16-Dec-98,OK,SGRA,1347,4,9,124,146,39,NB,2+ adult,N,11.20,0.49,0.3272536
16-Dec-98,OK,SGRA,1418,5,10,124,146,39,NB,2+ adult,N,11.28,0.39,0.0725424
16-Dec-98,OK,SGRA,1423,5,11,127,149,43,NB,2+ adult,N,11.16,0.41,0.11684
16-Dec-98,OK,SGRA,939,1,1,31,38,1,NB,0+ adult,N,9.44,,
17-Jun-99,OK,SGRA,1000,1,2,152,170,61,NB,2+ adult,N,16.80,0.35,
17-Jun-99,OK,SGRA,1003,1,3,153,173,59,NB,2+ adult,N,16.73,0.41,0.41
17-Jun-99,OK,SGRA,1005,1,4,149,170,55,NB,2+ adult,N,16.67,0.37,0.0171704
17-Jun-99,OK,SGRA,1103,2,5,108,128,26,NB,1+ adult,N,18.84,0.49,0.061468
17-Jun-99,OK,SGRA,1115,2,6,136,162,52.5,NB,2+ adult,N,18.94,0.50,0.2054352
17-Jun-99,OK,SGRA,1118,2,7,144,169,65.5,NU,2+ adult,Y,19.02,0.59,0.1500632
17-Jun-99,OK,SGRA,1322,3,8,134,157,51,BT,2+ adult,Y,22.26,0.62,0.338328
17-Jun-99,OK,SGRA,1324,3,9,129,153,48,NB,2+ adult,N,22.27,0.22,0
17-Jun-99,OK,SGRA,1327,3,10,155,170,72,NB,2+ adult,N,22.31,0.81,0.450088
17-Jun-99,PH,SGRA,1344,3,11,129,145,39,NB,2+ adult,N,22.35,0.38,0.172212
17-Jun-99,PH,SGRA,1350,3,12,123,139,,NB,2+ adult,N,22.38,0.60,1.7288256
17-Jun-99,OK,SGRA,1354,3,13,155,175,62,NB,2+ adult,N,22.41,0.46,0.1279144
17-Jun-99,PH,SGRA,1530,4,14,159,174,63,NB,2+ adult,N,22.22,0.42,0.6815836
17-Jun-99,OK,SGRA,1600,5,15,139,156,46,NB,2+ adult,N,22.19,0.19,0.0282448
17-Jun-99,OK,SGRA,1625,5,16,117,138,32,NB,1+ adult,N,22.19,0.26,0.6485128
17-Jun-99,FE,SGRA,1637,5,17,126,145,40,BT,2+ adult,Y,22.09,0.23,0.5162296
17-Jun-99,OK,SGRA,1637,5,19,125,147,38,NB,2+ adult,N,22.09,0.27,0.172212
17-Jun-99,OK,SGRA,1642,5,18,154,169,67,NB,2+ adult,N,22.10,0.41,0.1389888
17-Jun-99,OK,SGRA,1744,6,20,134,155,45,NB,2+ adult,N,20.90,0.36,0
17-Jun-99,OK,SGRA,1750,6,21,132,154,42,BT,2+ adult,Y,20.81,0.24,0.061468
17-Jun-99,PH,SGRA,1752,6,22,154,170,67,NB,2+ adult,N,20.80,0.24,0.0836168
17-Jun-99,OK,SGRA,1815,6,25,142,158,44,NB,2+ adult,N,20.77,0.63,0.0282448
17-Jun-99,PH,SGRA,1820,6,26,145,160,56,BT,2+ adult,Y,20.76,0.29,0.1500632
17-Jun-99,OK,SGRA,1825,6,23,139,152,43,BT,2+ adult,Y,20.76,0.28,0.172212
17-Jun-99,OK,SGRA,1830,6,24,145,160,51,BT,2+ adult,Y,20.62,0.32,0.1500632
17-Jun-99,OK,SGRA,958,1,1,120,132,29,NB,1+ adult,N,16.85,0.48,0.6595364
12-Mar-99,OK,SGRB,1055,2,9,48,59,1,NB,0+ adult,N,10.83,0.68,0.11684
12-Mar-99,OK,SGRB,1102,2,10,148,168,62,NB,2+ adult,N,10.48,0.31,0.0171704
12-Mar-99,OK,SGRB,1102,2,11,139,161,54,NB,2+ adult,N,10.48,0.55,0.6926072
12-Mar-99,OK,SGRB,1107,2,12,135,154,57,NB,2+ adult,N,10.55,0.44,0.0836168
12-Mar-99,OK,SGRB,1110,2,13,32,39,0.8,NB,0+ adult,N,13.01,0.38,0.9351264
12-Mar-99,OK,SGRB,1300,3,14,141,164,64,NB,2+ adult,N,12.44,0.18,0.8028432
12-Mar-99,OK,SGRB,1300,3,15,150,170,65,NB,2+ adult,N,12.44,0.70,0.2054352
12-Mar-99,OK,SGRB,1300,3,16,133,156,50,BT,2+ adult,Y,12.44,0.46,
12-Mar-99,PH,SGRB,1320,3,17,60,71,4,NB,0+ adult,N,12.51,0.3,0.6485128
12-Mar-99,OK,SGRB,1325,3,18,26,33,0.5,NB,Juvenile,N,12.50,0.36,0.8248904
12-Mar-99,OK,SGRB,1440,4,19,111,128,26,NB,1+ adult,N,13.14,0.32,0.0503936
12-Mar-99,OK,SGRB,1445,4,20,47,57,2.2,NB,0+ adult,N,13.09,0.25,0.1943608
12-Mar-99,PH,SGRB,1445,4,21,52,63,2.5,NB,0+ adult,N,13.09,0.28,0.227584
12-Mar-99,OK,SGRB,1447,4,22,137,154,49,NB,2+ adult,N,12.94,0.27,0.5162296
12-Mar-99,PH,SGRB,1447,4,23,134,157,65,NB,2+ adult,N,12.94,0.31,0.1611376
12-Mar-99,OK,SGRB,1447,4,24,138,159,57,NB,2+ adult,N,12.94,0.42,0.338328
12-Mar-99,OK,SGRB,1447,4,25,122,142,34,NB,2+ adult,N,12.94,,
12-Mar-99,OK,SGRB,1450,4,26,49,58,2.2,NB,0+ adult,N,12.87,,
12-Mar-99,OK,SGRB,1450,4,27,39,47,1.3,NB,0+ adult,N,12.87,,
12-Mar-99,PH,SGRB,1450,4,28,38,46,1,NB,0+ adult,N,12.87,,
12-Mar-99,PH,SGRB,1603,5,29,36,44,0.9,NB,0+ adult,N,12.17,,
12-Mar-99,OK,SGRB,1630,5,30,56,66,3.75,NB,0+ adult,N,12.09,,
12-Mar-99,OK,SGRB,1630,5,31,56,67,4,NB,0+ adult,N,12.09,,
12-Mar-99,OK,SGRB,1632,5,32,58,70,3.5,NB,0+ adult,N,12.10,,
12-Mar-99,OK,SGRB,1634,5,33,41,50,1.5,NB,0+ adult,N,12.09,,
12-Mar-99,OK,SGRB,1636,5,34,42,51,1.75,NB,0+ adult,N,12.05,,
12-Mar-99,OK,SGRB,1636,5,35,56,68,3.37,NB,0+ adult,N,12.05,,
12-Mar-99,OK,SGRB,915,1,1,79,92,11,NB,0+ adult,N,8.66,,
12-Mar-99,PH,SGRB,915,1,2,47,56,2,NB,0+ adult,N,8.66,,
12-Mar-99,OK,SGRB,918,1,3,134,154,51,NB,2+ adult,N,8.66,,
12-Mar-99,OK,SGRB,925,1,4,35,43,1,NB,0+ adult,N,8.71,,
12-Mar-99,OK,SGRB,930,1,5,28,35,0.25,NB,Juvenile,N,8.75,,
12-Mar-99,OK,SGRB,935,1,6,132,153,48,BT,2+ adult,Y,8.77,,
12-Mar-99,OK,SGRB,935,1,7,146,172,13,NB,2+ adult,N,8.77,,
12-Mar-99,OK,SGRB,935,1,8,139,156,55,NB,2+ adult,N,8.77,,
15-Dec-99,OK,SGRB,1016,2,17,165,188,89,NB,2+ adult,N,9.13,,
15-Dec-99,OK,SGRB,1016,2,18,120,140,34,NB,1+ adult,N,9.13,,
15-Dec-99,OK,SGRB,1016,2,19,111,134,30,NB,1+ adult,N,9.13,,
15-Dec-99,OK,SGRB,1016,2,20,116,136,32,NB,1+ adult,N,9.13,,
15-Dec-99,OK,SGRB,1016,2,21,110,129,27,NB,1+ adult,N,9.13,,
15-Dec-99,OK,SGRB,1016,2,22,95,113,19.5,NB,1+ adult,N,9.13,,
15-Dec-99,OK,SGRB,1022,2,23,155,177,70,NB,2+ adult,N,9.13,,
15-Dec-99,OK,SGRB,1022,2,24,133,155,41,NB,2+ adult,N,9.13,,
15-Dec-99,OK,SGRB,1022,2,25,126,150,46,NB,2+ adult,N,9.13,,
15-Dec-99,OK,SGRB,1022,2,26,113,132,31,NB,1+ adult,N,9.13,,
15-Dec-99,OK,SGRB,1022,2,27,92,111,18,NB,1+ adult,N,9.13,,
15-Dec-99,OK,SGRB,1027,2,28,108,124,24,NB,1+ adult,N,9.19,,
15-Dec-99,PH/EP,SGRB,1031,2,29,73,86,9,NB,0+ adult,N,9.26,,
15-Dec-99,OK,SGRB,1034,2,30,91,110,15,NB,1+ adult,N,9.04,,
15-Dec-99,OK,SGRB,1036,2,31,135,156,48,NB,2+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,32,153,181,55,NB,2+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,33,139,162,46.5,NB,2+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,34,152,176,65.5,NB,2+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,35,148,168,63,NB,2+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,36,159,182,59.5,NB,2+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,37,143,170,58.5,NB,2+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,38,139,155,48,NB,2+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,39,150,169,58,NB,2+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,40,120,144,36,NB,1+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,41,88,107,15,NB,1+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,42,92,110,16.5,NB,1+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,43,98,117,19,NB,1+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,44,81,98,12,NB,1+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,45,95,114,17,NB,1+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1036,2,46,84,102,13,NB,1+ adult,N,9.18,,
15-Dec-99,OK,SGRB,1135,3,47,135,161,44.5,NB,2+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1135,3,48,98,117,18.5,NB,1+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1144,3,49,87,105,15,NB,1+ adult,N,10.31,,
15-Dec-99,OK,SGRB,1145,3,50,80,98,12,NB,0+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,51,86,102,12,NB,1+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,52,79,96,12,NB,0+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,53,88,105,14.5,NB,1+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,54,89,107,15,NB,1+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,55,88,106,14.5,NB,1+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,56,77,94,10.5,NB,0+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,57,76,95,11,NB,0+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,58,76,94,9.5,NB,0+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,59,71,86,9.5,NB,0+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,60,90,109,16,NB,1+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,61,76,91,9.5,NB,0+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,62,77,92,9.5,NB,0+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,63,105,126,15.5,NB,1+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1145,3,64,89,105,14.5,NB,1+ adult,N,9.78,,
15-Dec-99,OK,SGRB,1150,3,65,70,84,7,NB,0+ adult,N,9.72,,
15-Dec-99,OK,SGRB,1150,3,66,71,85,8.5,NB,0+ adult,N,9.72,,
15-Dec-99,PH/FE,SGRB,1150,3,67,85,103,12.5,NB,1+ adult,N,9.72,,
15-Dec-99,OK,SGRB,1154,3,68,84,102,11.5,NB,1+ adult,N,10.34,,
15-Dec-99,PH,SGRB,1157,3,69,89,107,15.5,NB,1+ adult,N,10.57,,
15-Dec-99,OK,SGRB,1203,3,70,110,138,35,NB,1+ adult,N,9.70,,
15-Dec-99,OK,SGRB,1203,3,71,85,102,12.5,NB,1+ adult,N,9.70,,
15-Dec-99,OK,SGRB,1203,3,72,124,150,39.5,NB,2+ adult,N,9.70,,
15-Dec-99,OK,SGRB,1203,3,73,129,153,41.5,NB,2+ adult,N,9.70,,
15-Dec-99,OK,SGRB,1203,3,74,75,95,11.5,NB,0+ adult,N,9.70,,
15-Dec-99,OK,SGRB,1203,3,75,91,109,15,NB,1+ adult,N,9.70,,
15-Dec-99,OK,SGRB,1203,3,76,91,110,16,NB,1+ adult,N,9.70,,
15-Dec-99,OK,SGRB,1203,3,77,81,100,11.5,NB,1+ adult,N,9.70,,
15-Dec-99,OK,SGRB,1203,3,78,76,94,10.5,NB,0+ adult,N,9.70,,
15-Dec-99,OK,SGRB,1323,4,79,123,145,36,NB,2+ adult,N,11.06,,
15-Dec-99,OK,SGRB,1323,4,80,87,104,15,NB,1+ adult,N,11.06,,
15-Dec-99,OK,SGRB,1323,4,81,75,93,11,NB,0+ adult,N,11.06,,
15-Dec-99,OK,SGRB,1325,4,82,71,85,8,NB,0+ adult,N,11.47,,
15-Dec-99,OK,SGRB,1325,4,83,92,106,15,NB,1+ adult,N,11.47,,
15-Dec-99,OK,SGRB,1327,4,84,70,84,6,NB,0+ adult,N,11.04,,
15-Dec-99,OK,SGRB,1331,4,85,148,169,58,NB,2+ adult,N,10.99,,
15-Dec-99,OK,SGRB,1331,4,86,88,104,16,NB,1+ adult,N,10.99,,
15-Dec-99,OK,SGRB,1331,4,87,90,106,15,NB,1+ adult,N,10.99,,
15-Dec-99,OK,SGRB,1331,4,88,83,99,15,NB,1+ adult,N,10.99,,
15-Dec-99,OK,SGRB,1331,4,89,80,96,12,NB,0+ adult,N,10.99,,
15-Dec-99,OK,SGRB,1331,4,90,68,82,7,NB,0+ adult,N,10.99,,
15-Dec-99,OK,SGRB,1335,4,91,93,106,15,NB,1+ adult,N,10.92,,
15-Dec-99,OK,SGRB,1335,4,92,89,101,13,NB,1+ adult,N,10.92,,
15-Dec-99,OK,SGRB,1335,4,93,74,89,10,NB,0+ adult,N,10.92,,
15-Dec-99,PH,SGRB,1335,4,94,50,60,2.5,NB,0+ adult,N,10.92,,
15-Dec-99,OK,SGRB,1340,4,95,128,148,39,NB,2+ adult,N,10.96,,
15-Dec-99,OK,SGRB,1343,4,96,152,171,60,NB,2+ adult,N,10.94,,
15-Dec-99,EP,SGRB,1343,4,97,153,170,67,NB,2+ adult,N,10.94,,
15-Dec-99,OK,SGRB,1343,4,98,104,118,17,NB,1+ adult,N,10.94,,
15-Dec-99,OK,SGRB,1429,5,100,87,105,13,NB,1+ adult,N,10.99,,
15-Dec-99,OK,SGRB,1429,5,99,92,104,14,NB,1+ adult,N,10.99,,
15-Dec-99,OK,SGRB,1431,5,101,91,110,15,NB,1+ adult,N,12.75,,
15-Dec-99,OK,SGRB,1434,5,102,79,95,10,NB,0+ adult,N,11.00,,
15-Dec-99,PH,SGRB,1436,5,103,105,125,23,NB,1+ adult,N,10.95,,
15-Dec-99,OK,SGRB,1436,5,104,77,93,10,NB,0+ adult,N,10.95,,
15-Dec-99,OK,SGRB,1438,5,105,130,149,38,NB,2+ adult,N,10.96,,
15-Dec-99,OK,SGRB,1438,5,106,122,145,33,NB,2+ adult,N,10.96,,
15-Dec-99,OK,SGRB,1442,5,107,87,101,12,NB,1+ adult,N,10.96,,
15-Dec-99,OK,SGRB,1505,6,108,137,154,40,NB,2+ adult,N,10.86,,
15-Dec-99,OK,SGRB,1505,6,109,87,105,13,NB,1+ adult,N,10.86,,
15-Dec-99,OK,SGRB,1507,6,110,152,179,56,NB,2+ adult,N,10.82,,
15-Dec-99,OK,SGRB,1508,6,111,50,61,3,NB,0+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1508,6,112,43,53,2,NB,0+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1510,6,113,149,162,56,NB,2+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1510,6,114,145,166,54,NB,2+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1510,6,115,122,141,32,NB,2+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1510,6,116,141,159,44,NB,2+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1510,6,117,102,118,20,NB,1+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1510,6,118,80,94,10,NB,0+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1510,6,119,98,115,17,NB,1+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1510,6,120,71,84,7,NB,0+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1510,6,121,72,85,9,NB,0+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1512,6,122,76,88,8,NB,0+ adult,N,10.81,,
15-Dec-99,OK,SGRB,1514,6,123,88,102,15,NB,1+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1517,6,124,88,101,11,NB,1+ adult,N,10.80,,
15-Dec-99,OK,SGRB,1519,6,125,78,88,7,NB,0+ adult,N,10.79,,
15-Dec-99,OK,SGRB,1521,6,126,85,103,7.5,NB,1+ adult,N,10.81,,
15-Dec-99,OK,SGRB,1521,6,127,84,99,11,NB,1+ adult,N,10.81,,
15-Dec-99,OK,SGRB,855,1,1,77,86,9.25,NB,0+ adult,N,7.69,,
15-Dec-99,OK,SGRB,855,1,2,68,83,6.5,NB,0+ adult,N,7.69,,
15-Dec-99,OK,SGRB,902,1,3,94,110,18.25,NB,1+ adult,N,7.75,,
15-Dec-99,OK,SGRB,902,1,4,78,92,10,NB,0+ adult,N,7.75,,
15-Dec-99,OK,SGRB,904,1,5,96,114,20.5,NB,1+ adult,N,7.81,,
15-Dec-99,OK,SGRB,905,1,6,85,101,13,NB,1+ adult,N,7.83,,
15-Dec-99,OK,SGRB,905,1,7,65,75,5.75,NB,0+ adult,N,7.83,,
15-Dec-99,OK,SGRB,910,1,8,75,91,8,NB,0+ adult,N,7.78,,
15-Dec-99,OK,SGRB,913,1,9,46,55,1.75,NB,0+ adult,N,7.88,,
15-Dec-99,OK,SGRB,917,1,10,137,160,53,NB,2+ adult,N,7.84,,
15-Dec-99,OK,SGRB,917,1,11,145,170,54.5,NB,2+ adult,N,7.84,,
15-Dec-99,OK,SGRB,917,1,12,136,153,43,NB,2+ adult,N,7.84,,
15-Dec-99,OK,SGRB,917,1,13,107,128,26.5,NB,1+ adult,N,7.84,,
15-Dec-99,OK,SGRB,917,1,14,112,129,25.5,NB,1+ adult,N,7.84,,
15-Dec-99,OK,SGRB,917,1,15,94,113,18,NB,1+ adult,N,7.84,,
15-Dec-99,OK,SGRB,917,1,16,84,96,,NB,1+ adult,N,7.84,,
15-Sep-99,OK,SGRB,1028,2,33,90,109,17,NB,1+ adult,N,16.52,,
15-Sep-99,OK,SGRB,1028,2,34,76,93,11,NB,0+ adult,N,16.52,,
15-Sep-99,OK,SGRB,1028,2,35,77,93,9,NB,0+ adult,N,16.52,,
15-Sep-99,OK,SGRB,1028,2,36,93,108,14,NB,1+ adult,N,16.52,,
15-Sep-99,OK,SGRB,1028,2,37,88,101,12,NB,1+ adult,N,16.52,,
15-Sep-99,OK,SGRB,1028,2,38,72,85,7,NB,0+ adult,N,16.52,,
15-Sep-99,OK,SGRB,1028,2,39,75,88,8,NB,0+ adult,N,16.52,,
15-Sep-99,OK,SGRB,1032,2,40,157,174,58,NB,2+ adult,N,16.56,,
15-Sep-99,OK,SGRB,1032,2,41,83,98,12,NB,1+ adult,N,16.56,,
15-Sep-99,OK,SGRB,1032,2,42,98,115,18,NB,1+ adult,N,16.56,,
15-Sep-99,OK,SGRB,1032,2,43,72,85,7,NB,0+ adult,N,16.56,,
15-Sep-99,OK,SGRB,1032,2,44,75,90,9.5,NB,0+ adult,N,16.56,,
15-Sep-99,OK,SGRB,1032,2,45,90,106,13,NB,1+ adult,N,16.56,,
15-Sep-99,OK,SGRB,1032,2,46,78,92,9,NB,0+ adult,N,16.56,,
15-Sep-99,OK,SGRB,1032,2,47,80,95,9,NB,0+ adult,N,16.56,,
15-Sep-99,OK,SGRB,1035,2,48,78,92,10,NB,0+ adult,N,18.54,,
15-Sep-99,OK,SGRB,1038,2,49,81,96,9,NB,1+ adult,N,18.60,,
15-Sep-99,OK,SGRB,1038,2,50,85,99,12,NB,1+ adult,N,18.60,,
15-Sep-99,OK,SGRB,1038,2,51,87,102,13,NB,1+ adult,N,18.60,,
15-Sep-99,OK,SGRB,1038,2,52,89,105,12,NB,1+ adult,N,18.60,,
15-Sep-99,OK,SGRB,1038,2,53,95,109,15,NB,1+ adult,N,18.60,,
15-Sep-99,OK,SGRB,1038,2,54,89,105,13,NB,1+ adult,N,18.60,,
15-Sep-99,OK,SGRB,1038,2,55,87,102,14,NB,1+ adult,N,18.60,,
15-Sep-99,OK,SGRB,1038,2,56,92,110,15,NB,1+ adult,N,18.60,,
15-Sep-99,OK,SGRB,1040,2,57,130,150,39,NB,2+ adult,N,18.61,,
15-Sep-99,OK,SGRB,1040,2,58,123,140,33,NB,2+ adult,N,18.61,,
15-Sep-99,OK,SGRB,1040,2,59,96,111,15.5,NB,1+ adult,N,18.61,,
15-Sep-99,OK,SGRB,1040,2,60,89,94,10,NB,1+ adult,N,18.61,,
15-Sep-99,OK,SGRB,1044,2,61,125,144,33,NB,2+ adult,N,18.89,,
15-Sep-99,OK,SGRB,1044,2,62,86,100,11,NB,1+ adult,N,18.89,,
