Location,Section,Reach,Latitude,Longitude,Date,General Transect,Channel width (m),Depth (cm),Vel (0.6) m/s,Vel (0.2)  m/s,Vel (0.8)  m/s,Distance to Cover (m),Cover Type,Dominant Substrate,"Canopy
Left Bank","Canopy
Upstream","Canopy
Right Bank","Canopy
Downstream",Comments
Confluence to RIX,2,4,NV,NV,9/11/2016,2,3.8,13,0.24,NA,NA,0.4,UB,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,2,3.8,18,0.47,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,2,3.8,23,0.46,NA,NA,NA,NC,GV,NV,16,NV,16,
Confluence to RIX,2,4,NV,NV,9/11/2016,2,3.8,20,0.4,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,2,3.8,16,0.35,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,2,3.8,25,0.33,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,2,3.8,19,0.26,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,3,3.5,21,0.46,NA,NA,0,BO,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,3,3.5,11,0.41,NA,NA,0,BO,BO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,3,3.5,9,0.39,NA,NA,0,BO,BO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,3,3.5,11,0.21,NA,NA,0,UB/BO,GV,NV,NV,17,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,3,3.5,26,0,NA,NA,0,UB,SA,16,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,3,3.5,25,0.11,NA,NA,0.5,UB,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,3,3.5,28,0.57,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,3,3.5,23,0.53,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,3,3.5,27,0.41,NA,NA,NA,NC,CO,NV,15,NV,16,
Confluence to RIX,2,4,NV,NV,9/11/2016,3,3.5,22,0.29,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,4,3.5,13,0.85,NA,NA,0.5,UB,CO,NV,NV,17,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,4,3.5,15,0.68,NA,NA,0.8,UB,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,4,3.5,14,0.84,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,4,3.5,14,0.67,NA,NA,NA,NC,CO,NV,17,NV,17,
Confluence to RIX,2,4,NV,NV,9/11/2016,4,3.5,13,0.61,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,4,3.5,14,0.52,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,4,3.5,6,0.33,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,4,3.5,2,0.12,NA,NA,NA,NC,SA,17,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,4,3.5,4,0.12,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,4,3.5,4,0,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,5,3,25,0.11,NA,NA,0.2,UB,GV,17,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,5,3,13,0.01,NA,NA,0.2,UB,SA,NV,NV,17,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,5,3,26,0.33,NA,NA,0.5,UB,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,5,3,16,0.3,NA,NA,0.5,UB,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,5,3,25,0.57,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,5,3,24,0.56,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,5,3,22,0.43,NA,NA,NA,NC,CO,NV,17,NV,17,
Confluence to RIX,2,4,NV,NV,9/11/2016,5,3,22,0.41,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,5,3,14,0.39,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,NV,NV,9/11/2016,5,3,21,0.33,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,34.04207,-117.35394,9/11/2016,6,3.8,16,0.29,NA,NA,0.2,UB,GV,NV,NV,17,NV,
Confluence to RIX,2,4,34.04207,-117.35394,9/11/2016,6,3.8,20,0.41,NA,NA,0.5,UB,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,34.04207,-117.35394,9/11/2016,6,3.8,18,0.53,NA,NA,NA,NC,CO,NV,17,NV,16,
Confluence to RIX,2,4,34.04207,-117.35394,9/11/2016,6,3.8,22,0.48,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,34.04207,-117.35394,9/11/2016,6,3.8,21,0.41,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,34.04207,-117.35394,9/11/2016,6,3.8,12,0.36,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,34.04207,-117.35394,9/11/2016,6,3.8,21,0.36,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,34.04207,-117.35394,9/11/2016,6,3.8,14,0.32,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,4,34.04207,-117.35394,9/11/2016,6,3.8,8,0.18,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,4,34.04207,-117.35394,9/11/2016,6,3.8,5,0.07,NA,NA,NA,NC,CO,17,NV,NV,NV,
Confluence to RIX,2,5,34.04191,-117.35403,9/18/2016,1,3.5,21,0.12,NA,NA,0.3,UB,BO,NV,NV,17,NV,
Confluence to RIX,2,5,34.04191,-117.35403,9/18/2016,1,3.5,24,0.56,NA,NA,0.8,UB,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,34.04191,-117.35403,9/18/2016,1,3.5,24,0.61,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,5,34.04191,-117.35403,9/18/2016,1,3.5,24,0.51,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,34.04191,-117.35403,9/18/2016,1,3.5,23,0.44,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,5,34.04191,-117.35403,9/18/2016,1,3.5,15,0.36,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,34.04191,-117.35403,9/18/2016,1,3.5,21,0.35,NA,NA,NA,NC,GV,NV,15,NV,16,
Confluence to RIX,2,5,34.04191,-117.35403,9/18/2016,1,3.5,9,0.11,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Confluence to RIX,2,5,34.04191,-117.35403,9/18/2016,1,3.5,8,0.08,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Confluence to RIX,2,5,34.04191,-117.35403,9/18/2016,1,3.5,6,-0.05,NA,NA,NA,NC,GV,17,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,2,4.1,29,0.56,NA,NA,0,WD,BO,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,2,4.1,18,0.51,NA,NA,0,BO,BO,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,2,4.1,16,0.19,NA,NA,0,UB,CO,NV,NV,17,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,2,4.1,8,0.06,NA,NA,0.2,UB,SA,17,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,2,4.1,18,0.32,NA,NA,0.5,UB,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,2,4.1,10,0.09,NA,NA,0.8,UB,CO,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,2,4.1,14,0.42,NA,NA,NA,NC,CO,NV,15,NV,16,
Confluence to RIX,2,5,NV,NV,9/18/2016,2,4.1,20,0.36,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,2,4.1,14,0.28,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,2,4.1,17,0.12,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,3,4.1,22,0.06,NA,NA,0,UB,SA,17,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,3,4.1,13,0.02,NA,NA,0,UB,GV,NV,NV,17,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,3,4.1,24,0.35,NA,NA,0.5,UB,SA,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,3,4.1,22,0.08,NA,NA,0.5,UB,CO,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,3,4.1,25,0.38,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,3,4.1,23,0.34,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,3,4.1,26,0.33,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,3,4.1,23,0.31,NA,NA,NA,NC,GV,NV,17,NV,17,
Confluence to RIX,2,5,NV,NV,9/18/2016,3,4.1,21,0.26,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,3,4.1,24,0.16,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,4,5.5,55,0.06,NA,NA,0,WD,SA,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,4,5.5,31,-0.03,NA,NA,0.3,UB,SA,17,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,4,5.5,41,0.23,NA,NA,0.5,WD,SA,NV,17,NV,17,
Confluence to RIX,2,5,NV,NV,9/18/2016,4,5.5,51,0.19,NA,NA,0.5,WD,SA,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,4,5.5,33,0,NA,NA,1,UB,GV,NV,NV,17,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,4,5.5,50,-0.02,NA,NA,1,UB,SA,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,4,5.5,35,0.04,NA,NA,2,UB,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,4,5.5,45,0.18,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,4,5.5,45,0.15,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,4,5.5,35,0.11,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Confluence to RIX,2,5,NV,NV,9/18/2016,5,6,27,0.03,NA,NA,0,OV,SA,16,NV,NV,NV,Road crossing between T1 and T2 -- upstream from RIX input
Confluence to RIX,2,5,NV,NV,9/18/2016,5,6,10,0,NA,NA,0,OV,SA,NV,NV,7,NV,Road crossing between T1 and T2 -- upstream from RIX input
Confluence to RIX,2,5,NV,NV,9/18/2016,5,6,30,0.14,NA,NA,0.3,OV,SA,NV,NV,NV,NV,Road crossing between T1 and T2 -- upstream from RIX input
Confluence to RIX,2,5,NV,NV,9/18/2016,5,6,22,0.05,NA,NA,0.3,OV,SA,NV,NV,NV,NV,Road crossing between T1 and T2 -- upstream from RIX input
Confluence to RIX,2,5,NV,NV,9/18/2016,5,6,20,0.28,NA,NA,NA,NC,SA,NV,NV,NV,NV,Road crossing between T1 and T2 -- upstream from RIX input
Confluence to RIX,2,5,NV,NV,9/18/2016,5,6,27,0.25,NA,NA,NA,NC,SA,NV,NV,NV,NV,Road crossing between T1 and T2 -- upstream from RIX input
Confluence to RIX,2,5,NV,NV,9/18/2016,5,6,17,0.24,NA,NA,NA,NC,SA,NV,4,NV,1,Road crossing between T1 and T2 -- upstream from RIX input
Confluence to RIX,2,5,NV,NV,9/18/2016,5,6,17,0.23,NA,NA,NA,NC,SA,NV,NV,NV,NV,Road crossing between T1 and T2 -- upstream from RIX input
Confluence to RIX,2,5,NV,NV,9/18/2016,5,6,26,0.17,NA,NA,NA,NC,SA,NV,NV,NV,NV,Road crossing between T1 and T2 -- upstream from RIX input
Confluence to RIX,2,5,NV,NV,9/18/2016,5,6,15,0.15,NA,NA,NA,NC,SA,NV,NV,NV,NV,Road crossing between T1 and T2 -- upstream from RIX input
Confluence to RIX,2,5,34.0415,-117.3541,9/18/2016,6,5.1,16,0.33,NA,NA,0,BO,CO,NV,NV,NV,NV,
Confluence to RIX,2,5,34.0415,-117.3541,9/18/2016,6,5.1,12,-0.07,NA,NA,0,BO,CO,NV,NV,NV,NV,
Confluence to RIX,2,5,34.0415,-117.3541,9/18/2016,6,5.1,5,0.11,NA,NA,0.2,OV,GV,NV,NV,17,NV,
Confluence to RIX,2,5,34.0415,-117.3541,9/18/2016,6,5.1,8,0.18,NA,NA,0.3,UB,SA,17,NV,NV,NV,
Confluence to RIX,2,5,34.0415,-117.3541,9/18/2016,6,5.1,15,0.17,NA,NA,0.5,UB,SA,NV,NV,NV,NV,
Confluence to RIX,2,5,34.0415,-117.3541,9/18/2016,6,5.1,12,0.54,NA,NA,1,BO,CO,NV,17,NV,16,
Confluence to RIX,2,5,34.0415,-117.3541,9/18/2016,6,5.1,18,0.4,NA,NA,1,BO,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,34.0415,-117.3541,9/18/2016,6,5.1,13,0.13,NA,NA,1,BO,GV,NV,NV,NV,NV,
Confluence to RIX,2,5,34.0415,-117.3541,9/18/2016,6,5.1,8,0.08,NA,NA,1,OV,CO,NV,NV,NV,NV,
Confluence to RIX,2,5,34.0415,-117.3541,9/18/2016,6,5.1,13,0.59,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.04042,-117.35466,9/18/2016,1,5.8,24,0.35,NA,NA,0,OV,SA,NV,NV,17,NV,
RIX to Crossover Channel,3,6,34.04042,-117.35466,9/18/2016,1,5.8,26,0.22,NA,NA,0.3,UB,CO,17,NV,NV,NV,
RIX to Crossover Channel,3,6,34.04042,-117.35466,9/18/2016,1,5.8,20,0.8,NA,NA,0.6,OV,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.04042,-117.35466,9/18/2016,1,5.8,38,0.55,NA,NA,0.9,UB,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.04042,-117.35466,9/18/2016,1,5.8,37,0.92,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.04042,-117.35466,9/18/2016,1,5.8,40,0.87,NA,NA,NA,NC,GV,NV,13,NV,12,
RIX to Crossover Channel,3,6,34.04042,-117.35466,9/18/2016,1,5.8,34,0.87,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.04042,-117.35466,9/18/2016,1,5.8,42,0.86,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.04042,-117.35466,9/18/2016,1,5.8,42,0.83,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.04042,-117.35466,9/18/2016,1,5.8,36,0.1,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,2,6.1,36,0,NA,NA,0,UB,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,2,6.1,16,-0.03,NA,NA,0.2,OV,SA,NV,NV,17,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,2,6.1,54,0.76,NA,NA,0.6,UB,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,2,6.1,27,0.04,NA,NA,0.7,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,2,6.1,58,0.94,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,2,6.1,54,0.72,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,2,6.1,60,0.65,NA,NA,NA,NC,GV,NV,15,NV,16,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,2,6.1,41,0.58,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,2,6.1,64,0.54,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,2,6.1,40,0.47,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,3,5.2,54,0.61,NA,NA,0,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,3,5.2,16,0.04,NA,NA,0,UB,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,3,5.2,58,0.52,NA,NA,0.2,UB,GV,NV,NV,16,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,3,5.2,58,0.66,NA,NA,0.8,UB,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,3,5.2,40,0.47,NA,NA,0.8,UB,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,3,5.2,52,0.83,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,3,5.2,46,0.75,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,3,5.2,38,0.71,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,3,5.2,50,0.69,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,3,5.2,45,0.66,NA,NA,NA,NC,GV,NV,16,NV,15,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,4,5.2,69,0.73,NA,NA,0,OV,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,4,5.2,68,0.66,NA,NA,0,OV,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,4,5.2,37,0.38,NA,NA,0,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,4,5.2,36,0.38,NA,NA,0,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,4,5.2,21,0.29,NA,NA,0,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,4,5.2,26,0.22,NA,NA,0.2,UB,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,4,5.2,65,0.83,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,4,5.2,59,0.75,NA,NA,NA,NC,GV,NV,11,NV,11,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,4,5.2,56,0.74,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,4,5.2,52,0.65,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,5,4.8,86,NA,0.19,0.33,0,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,5,4.8,74,0.37,NA,NA,0,UB,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,5,4.8,36,0.16,NA,NA,0,UB,SA,NV,NV,16,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,5,4.8,64,0.06,NA,NA,0,UB,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,5,4.8,84,NA,0.33,0.44,0.3,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,5,4.8,78,NA,0.44,0.56,0.7,OV,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,5,4.8,76,NA,0.6,0.63,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,5,4.8,78,NA,0.49,0.34,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,5,4.8,74,0.7,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,NV,NV,9/18/2016,5,4.8,75,0.64,NA,NA,NA,NC,SA,NV,4,NV,12,
RIX to Crossover Channel,3,6,34.03997,-117.35476,9/18/2016,6,6.8,46,0.3,NA,NA,0,UB,SA,NV,NV,17,NV,
RIX to Crossover Channel,3,6,34.03997,-117.35476,9/18/2016,6,6.8,50,0.48,NA,NA,0.5,UB,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.03997,-117.35476,9/18/2016,6,6.8,58,0.69,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.03997,-117.35476,9/18/2016,6,6.8,56,0.67,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.03997,-117.35476,9/18/2016,6,6.8,52,0.67,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.03997,-117.35476,9/18/2016,6,6.8,53,0.61,NA,NA,NA,NC,SA,NV,12,NV,13,
RIX to Crossover Channel,3,6,34.03997,-117.35476,9/18/2016,6,6.8,48,0.51,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.03997,-117.35476,9/18/2016,6,6.8,44,0.32,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.03997,-117.35476,9/18/2016,6,6.8,38,0.22,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,6,34.03997,-117.35476,9/18/2016,6,6.8,18,0.01,NA,0.3,NA,NC,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03937,-117.35497,9/18/2016,1,8.8,48,-0.07,NA,NA,0.1,UB,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03937,-117.35497,9/18/2016,1,8.8,30,1.11,NA,NA,0.4,UB,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03937,-117.35497,9/18/2016,1,8.8,20,1.39,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03937,-117.35497,9/18/2016,1,8.8,22,1.24,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03937,-117.35497,9/18/2016,1,8.8,15,1.09,NA,NA,NA,NC,GV,NV,13,NV,16,
RIX to Crossover Channel,3,7,34.03937,-117.35497,9/18/2016,1,8.8,20,1.05,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03937,-117.35497,9/18/2016,1,8.8,21,0.82,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03937,-117.35497,9/18/2016,1,8.8,17,0.73,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03937,-117.35497,9/18/2016,1,8.8,15,0.46,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,34.03937,-117.35497,9/18/2016,1,8.8,10,0.37,NA,NA,NA,NC,SA,NV,NV,17,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,2,7,35,0.26,NA,NA,0.1,UB,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,2,7,54,1.3,NA,NA,0.4,OV,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,2,7,48,1.08,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,2,7,41,0.83,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,2,7,28,0.81,NA,NA,NA,NC,CO,NV,17,NV,14,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,2,7,25,0.67,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,2,7,20,0.39,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,2,7,13,0.12,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,2,7,5,0,NA,NA,NA,NC,SA,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,2,7,5,0,NA,NA,NA,NC,SA,NV,NV,17,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,3,8,25,0.63,NA,NA,0,OV,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,3,8,2,0,NA,NA,0,OV,SA,17,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,3,8,8,0,NA,NA,0,OV/UB,SA,NV,NV,17,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,3,8,13,0.2,NA,NA,0.1,OV,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,3,8,32,1.16,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,3,8,32,1.03,NA,NA,NA,NC,CO,NV,6,NV,0,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,3,8,30,1,NA,NA,NA,NC,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,3,8,35,0.88,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,3,8,36,0.8,NA,NA,NA,NC,GV,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,3,8,22,0.34,NA,NA,NA,NC,BO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,4,6.9,22,1.28,NA,NA,0,WD,CO,NV,NV,NV,NV,
RIX to Crossover Channel,3,7,NV,NV,9/18/2016,4,6.9,20,1.05,NA,NA,0,OV,CO,NV,NV,NV,NV,
