Section,Segment,Reach,Sampled after storm,Date,Latitude,Longitude,Observer,Recorder,Start Time,End Time ,Species,Number,Total Length (mm),"Distance fish
abv bottom
(cm)","Velocity at
fish (m/s)","Total
Depth (cm)",Vel (0.6) m/s,Vel (0.2)  m/s,Vel (0.8)  m/s,Activity,GCU,"Dominant
substrate","Distance
from cover
(m)","Cover
type",Comments
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Arroyo Chub,10,80,6,0.47,36,0.25,,,feeding,run,SA,0.2,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Arroyo Chub,10,60,6,0.47,36,0.25,,,feeding,run,SA,0.2,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Arroyo Chub,1,60,0,-0.05,32,0.53,,,feeding,run,SA,0,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Arroyo Chub,5,60,4,0.21,46,0.49,,,feeding,run,GV,0.3,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Santa Ana sucker,1,80,0,-0.02,70,0.96,,,holding,run,GV,1,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Santa Ana sucker,2,100,2,0.06,64,0.89,,,feeding,run,SA,1,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Santa Ana sucker,4,80,2,0.06,64,0.89,,,feeding,run,SA,2,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Santa Ana sucker,3,60,2,-0.02,58,0.98,,,feeding,run,CO,2,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Santa Ana sucker,1,80,0,0.34,52,0.61,,,feeding,run,CO,3,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Santa Ana sucker,20,80,0,0.34,46,0.71,,,feeding,run,CO,4,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Santa Ana sucker,1,60,0,0.46,46,0.71,,,feeding,run,SA,4,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Santa Ana sucker,1,60,4,0.33,52,0.54,,,feeding,run,GV,0.3,RW,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Santa Ana sucker,2,80,2,0.26,60,0.54,,,feeding,run,SA,0.7,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,8,N,7/23/15,34.03717,-117.356,Jason ,Larry,1400,1450,Santa Ana sucker,8,60,2,0.26,60,0.54,,,feeding,run,SA,0.7,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,2,80,2,-0.07,52,0.99,,,feeding,run,SA,2,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,5,80,6,0.71,60,0.94,,,feeding,run,SA,0.5,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,5,90,6,0.71,60,0.94,,,feeding,run,SA,0.5,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,5,100,6,0.64,42,0.77,,,feeding,run,SA,0,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,5,90,6,0.64,42,0.77,,,feeding,run,SA,0,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,5,70,6,0.64,42,0.77,,,feeding,run,SA,0,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,5,60,6,0.64,42,0.77,,,feeding,run,SA,0,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,5,80,2,-0.05,59,0.81,,,feeding,run,SA,1,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,5,80,10,0.6,47,0.81,,,feeding,run,SA,1,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,5,90,10,0.6,47,0.62,,,feeding,run,SA,0,RW,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,10,60,6,0.11,52,0.05,,,feeding,run,SA,0,RW,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,10,70,6,0.11,52,0.05,,,holding,run,SA,0,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,20,60,8,0.17,56,0.36,,,holding,run,GV,0,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,20,70,8,0.17,56,0.36,,,holding,run,GV,0,WD,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Arroyo Chub,5,70,10,0.41,48,0.32,,,feeding,run,SA,0,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Santa Ana sucker,2,80,2,-0.01,42,0.81,,,feeding,run,SA,3,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Santa Ana sucker,3,70,2,-0.07,52,0.99,,,feeding,run,SA,2,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Santa Ana sucker,3,100,6,0.71,60,0.94,,,feeding,run,SA,0.5,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Santa Ana sucker,3,80,6,0.71,60,0.94,,,feeding,run,SA,0.5,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Santa Ana sucker,3,90,0,0.26,42,0.94,,,feeding,run,SA,0,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Santa Ana sucker,2,80,0,-0.05,59,0.77,,,feeding,run,SA,0,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,8,Y,9/20/15,34.03717,-117.356,Jason,Larry,1135,1210,Santa Ana sucker,1,80,0,0.02,56,0.36,,,feeding,run,GV,0,WD,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,1,80,10,0.81,36,0.8,,,feeding,riffle,CO,0.5,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,80,0,0.35,53,0.64,,,feeding,riffle,SA,0.2,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,90,8,0.42,58,0.68,,,feeding,riffle,SA,0.2,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,100,4,0.37,46,0.6,,,feeding,riffle,GV,0.2,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,3,100,0,0.58,40,0.62,,,avoidance,run,GV,0.5,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,1,60,6,0.06,46,0.38,,,feeding,pool,SA,0.1,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,10,70,6,0.06,46,0.38,,,feeding,pool,SA,0.1,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,10,90,6,0.67,52,1.04,,,feeding,pool,SA,0.5,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,10,100,6,0.67,52,1.04,,,feeding,pool,SA,0.5,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,10,90,6,0.29,55,0.53,,,feeding,pool,SA,0.5,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,10,100,6,0.29,55,0.53,,,feeding,pool,SA,0.5,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,10,80,10,-0.03,42,-0.05,,,holding,pool,SA,0.1,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,50,10,-0.03,42,-0.05,,,holding,pool,SA,0.1,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,60,12,-0.02,39,-0.02,,,feeding,pool,SA,0,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,80,12,-0.02,39,-0.02,,,feeding,pool,SA,0,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,90,0,0.02,36,0.49,,,feeding,run,SA,0.5,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,100,0,0.02,36,0.49,,,feeding,run,SA,0.5,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,80,0,0.37,34,0.61,,,feeding,run,SA,1,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,100,0,0.37,34,0.61,,,feeding,run,SA,1,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,60,5,0.27,40,0.38,,,feeding,riffle,CO,1,WD,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,70,5,0.27,40,0.38,,,feeding,riffle,CO,1,WD,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,80,5,0.27,40,0.38,,,feeding,riffle,CO,1,WD,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,60,6,0.58,36,0.27,,,feeding,pool,GV,0.5,WD,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,70,6,0.58,36,0.27,,,feeding,pool,GV,0.5,WD,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Arroyo Chub,5,80,6,0.58,36,0.27,,,feeding,pool,GV,0.5,WD,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,1,110,0,0.42,30,0.88,,,holding,riffle,GV,2,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,3,80,0,0.62,32,0.86,,,feeding,riffle,CO,1,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,5,100,0,0.68,34,0.78,,,feeding,riffle,GV,1,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,5,110,0,0.75,36,0.8,,,feeding,riffle,CO,0.5,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,5,80,0,0.27,38,0.85,,,feeding,riffle,GV,2,CO,COBBLE COVER
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,5,90,0,0.27,38,0.85,,,feeding,riffle,GV,2,CO,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,5,90,0,0.38,38,0.8,,,feeding,riffle,SA,2,CO,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,5,110,0,0.38,38,0.8,,,feeding,riffle,SA,2,CO,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,5,70,0,0.33,40,0.65,,,feeding,run,GV,0.5,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,3,90,0,0.58,40,0.62,,,feeding,run,GV,0.5,UB,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,3,90,0,0.02,36,0.49,,,feeding,run,SA,0.5,OV,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,3,90,5,0.37,34,0.61,,,feeding,run,SA,1,WD,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,1,90,5,0.27,40,0.38,,,feeding,riffle,CO,1,WD,
SAR Confluence of Rialto Drain to RIX confluence,3,9,Y,9/20/15,34.03489,-117.35667,Larry,Jason,937,1025,Santa Ana sucker,1,70,0,0.19,30,0.46,,,feeding,pool,GV,1,WD,
SAR Southside channel to Riverside Drive,4,10,Y,9/22/15,34.03078,-117.35808,Larry,Jason,1120,1140,Arroyo Chub,2,60,4,0.37,30,0.61,,,feeding,run,SA,0.5,OV,
SAR Southside channel to Riverside Drive,4,10,Y,9/22/15,34.03078,-117.35808,Larry,Jason,1120,1140,Arroyo Chub,10,60,6,0.19,32,0.39,,,feeding,run,SA,0,OV,
SAR Southside channel to Riverside Drive,4,10,Y,9/22/15,34.03078,-117.35808,Larry,Jason,1120,1140,Arroyo Chub,10,70,6,0.31,30,0.53,,,feeding,run,SA,0,OV,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Arroyo Chub,1,80,10,0.45,14,0.45,,,holding,run,GV,0,UB,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Arroyo Chub,5,60,10,0.78,28,0.56,,,feeding,run,CO,0,WD,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Arroyo Chub,1,70,6,0.04,12,0.04,,,holding,run,SA,0,UB,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Arroyo Chub,1,80,6,0.68,38,0.84,,,feeding,run,SA,0,OV,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Arroyo Chub,5,70,6,0.34,38,0.39,,,feeding,run,SA,0,RW,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Arroyo Chub,10,70,10,0.39,41,0.66,,,feeding,run,SA,0,UB,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Arroyo Chub,10,60,10,0.39,41,0.66,,,feeding,run,SA,0,UB,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Arroyo Chub,3,70,4,0.61,36,0.95,,,feeding,run,SA,0.5,UB,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Arroyo Chub,5,60,10,0.54,46,0.59,,,feeding,run,SA,0.2,UB,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Arroyo Chub,5,70,10,0.54,46,0.59,,,feeding,run,SA,0.2,UB,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Arroyo Chub,5,80,10,0.54,46,0.59,,,feeding,run,SA,0.2,UB,
SAR Southside channel to Riverside Drive,4,11,Y,9/22/15,34.029,-117.35939,Jason,Larry,930,1009,Santa Ana sucker,1,80,0,0.45,24,0.53,,,feeding,run,CO,1.2,UB,POOR VISABILITY-MOVING SAND
SAR Southside channel to Riverside Drive,4,12,N,9/13/15,34.02511,-117.36281,Larry,Jason,1412,1432,Arroyo Chub,1,60,10,0.3,38,0.53,,,feeding,run,SA,0.3,OV,
SAR Southside channel to Riverside Drive,4,12,N,9/13/15,34.02511,-117.36281,Larry,Jason,1412,1432,Arroyo Chub,1,50,10,0.3,38,0.53,,,feeding,run,SA,0.3,OV,
SAR Southside channel to Riverside Drive,4,12,N,9/13/15,34.02511,-117.36281,Larry,Jason,1412,1432,Arroyo Chub,5,80,14,0.36,42,0.42,,,feeding,run,SA,0.3,OV,
SAR Southside channel to Riverside Drive,4,12,N,9/13/15,34.02511,-117.36281,Larry,Jason,1412,1432,Arroyo Chub,5,90,14,0.36,42,0.42,,,feeding,run,SA,0.3,OV,
SAR Southside channel to Riverside Drive,4,12,N,9/13/15,34.02511,-117.36281,Larry,Jason,1412,1432,Arroyo Chub,10,70,14,0.36,42,0.42,,,feeding,run,SA,0.3,OV,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Arroyo Chub,1,60,6,0.51,32,0.8,,,avoidance,run,SA,2.5,OV,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Arroyo Chub,2,70,4,0.37,32,0.82,,,holding,run,SA,0,ALG,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Arroyo Chub,6,70,4,0.57,26,0.78,,,feeding,run,SA,0.7,UB,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Arroyo Chub,5,60,4,0.44,29,0.57,,,feeding,run,SA,3,OV,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Arroyo Chub,5,70,4,0.44,29,0.57,,,feeding,run,SA,3,OV,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Arroyo Chub,2,50,4,0.36,37,0.07,,,feeding,riffle,SA,0,WD/RW,eddy
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Arroyo Chub,3,60,4,0.36,37,0.07,,,feeding,riffle,SA,0,WD/RW,eddy
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Arroyo Chub,2,60,4,0.28,32,0.62,,,feeding,riffle,SA,0,ALG,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Arroyo Chub,4,60,2,0.44,38,1.02,,,feeding,riffle,SA,0.7,ALG,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Arroyo Chub,4,60,2,0.42,37,0.93,,,feeding,riffle,SA,0.6,ALG,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Arroyo Chub,1,50,2,0.42,37,0.93,,,feeding,riffle,SA,0.6,ALG,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,1,70,0,0.23,32,0.82,,,holding,run,SA,0,ALG,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,1,70,0,0.35,36,0.85,,,feeding,riffle,CO,1,ALG,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,2,70,0,0.66,36,1.12,,,feeding,riffle,CO,NA,NC,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,4,70,0,0.68,35,1.09,,,feeding,riffle,CO,NA,NC,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,1,60,0,0.37,38,1.02,,,feeding,riffle,SA,0.7,ALG,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,5,60,0,0.34,40,1.21,,,feeding,riffle,CO,0.9,BO,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,5,70,0,0.34,40,1.21,,,feeding,riffle,CO,0.9,BO,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,6,70,0,0.44,37,1.26,,,feeding,riffle,CO,2,BO,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,4,80,0,0.44,37,1.26,,,feeding,riffle,CO,2,BO,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,2,60,0,0.47,35,1.11,,,feeding,riffle,CO,1,BO,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,4,70,0,0.73,34,1.06,,,feeding,riffle,CO,2,OV,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,10,70,0,0.46,36,0.79,,,feeding,riffle,CO,0.5,ALG,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,908,1017,Santa Ana Sucker,10,70,0,0.47,40,0.92,,,feeding,riffle,CO,0,ALG,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Arroyo Chub,5,70,6,0.33,48,0.23,,,feeding,pool,SA,NA,NC,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Arroyo Chub,5,60,6,0.33,48,0.23,,,feeding,pool,SA,NA,NC,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Arroyo Chub,10,50,6,0.09,78,,0.22,0.21,feeding,pool,SA,1,OV,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Arroyo Chub,5,60,10,0.01,72,0.15,,,feeding,pool,SA,1.5,OV,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Arroyo Chub,5,50,10,0.01,72,0.15,,,feeding,pool,SA,1.5,BO,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Arroyo Chub,1,60,2,0.66,32,1.17,,,feeding,riffle,GV,3,ALG,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Santa Ana Sucker,3,70,0,0.13,35,0.42,,,feeding,riffle,CO,4,,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Santa Ana Sucker,2,60,0,0.13,35,0.42,,,feeding,riffle,CO,4,,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Santa Ana Sucker,5,80,0,0.49,73,0.62,,,feeding,pool,CO,5,UB,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Santa Ana Sucker,5,70,0,0.49,73,0.62,,,feeding,pool,CO,5,UB,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Santa Ana Sucker,10,60,0,0.43,90,,0.46,0.38,feeding,pool,CO,1.5,UB,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Santa Ana Sucker,10,70,0,0.47,120,,0.83,0.33,feeding,pool,CO,0.5,BO,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Santa Ana Sucker,5,90,0,0.69,50,1.57,,,feeding,riffle,CO,0.5,BO,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Santa Ana Sucker,3,100,0,0.24,58,0.72,,,feeding,riffle,CO,0,BO,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Santa Ana Sucker,1,120,0,0.31,56,1.24,,,feeding,riffle,CO,2,BO,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Santa Ana Sucker,7,70,0,0.31,56,1.24,,,feeding,riffle,CO,2,BO,
Below Reach# 9 and Reach #9,NV,NV,NV,11/4/15,NV,NV,Jason,Larry,1018,1112,Santa Ana Sucker,1,60,0,0.66,32,1.17,,,feeding,riffle,GV,3,ALG,
Bottom of Modeling Reach,NV,NV,NV,11/5/15,NV,NV,Larry,Jason,907,931,Arroyo Chub,5,60,8,0.36,47,0.54,,,feeding,run,SA,0.2,CO,
