yyyymmdd,Hr:Min:Sec,LA20
20160808,23:00:00,23.2052
20160809,0:00:00,23.0507
20160809,1:00:00,22.8492
20160809,2:00:00,22.7539
20160809,3:00:00,22.6494
20160809,4:00:00,22.5491
20160809,5:00:00,22.3525
20160809,6:00:00,22.2433
20160809,7:00:00,22.4424
20160809,8:00:00,22.5659
20160809,9:00:00,22.7133
20160809,10:00:00,22.8066
20160809,11:00:00,23.0431
20160809,12:00:00,23.3542
20160809,13:00:00,23.7328
20160809,14:00:00,24.1034
20160809,15:00:00,24.7514
20160809,16:00:00,25.0177
20160809,17:00:00,25.6233
20160809,18:00:00,25.5105
20160809,19:00:00,24.7498
20160809,20:00:00,24.6002
20160809,21:00:00,24.4152
20160809,22:00:00,24.1313
20160809,23:00:00,23.851
20160810,0:00:00,23.5785
20160810,1:00:00,23.2779
20160810,2:00:00,23.176
20160810,3:00:00,22.9814
20160810,4:00:00,22.7781
20160810,5:00:00,22.699
20160810,6:00:00,22.5675
20160810,7:00:00,22.714
20160810,8:00:00,22.8232
20160810,9:00:00,22.8835
20160810,10:00:00,23.1198
20160810,11:00:00,23.2502
20160810,12:00:00,23.4609
20160810,13:00:00,23.7557
20160810,14:00:00,23.9506
20160810,15:00:00,23.9288
20160810,16:00:00,24.3578
20160810,17:00:00,24.4716
20160810,18:00:00,24.546
20160810,19:00:00,24.1497
20160810,20:00:00,23.9127
20160810,21:00:00,23.72
20160810,22:00:00,23.6342
20160810,23:00:00,23.5335
20160811,0:00:00,23.3785
20160811,1:00:00,23.2668
20160811,2:00:00,23.1663
20160811,3:00:00,23.0677
20160811,4:00:00,22.9528
20160811,5:00:00,22.8533
20160811,6:00:00,22.7506
20160811,7:00:00,22.9221
20160811,8:00:00,23.0317
20160811,9:00:00,23.1809
20160811,10:00:00,23.4082
20160811,11:00:00,23.6264
20160811,12:00:00,23.8566
20160811,13:00:00,24.0408
20160811,14:00:00,24.1507
20160811,15:00:00,24.2193
20160811,16:00:00,24.3575
20160811,17:00:00,24.5756
20160811,18:00:00,24.4453
20160811,19:00:00,24.3445
20160811,20:00:00,24.4094
20160811,21:00:00,24.3083
20160811,22:00:00,24.2175
20160811,23:00:00,24.03
20160812,0:00:00,23.8764
20160812,1:00:00,23.7971
20160812,2:00:00,23.6598
20160812,3:00:00,23.5818
20160812,4:00:00,23.3991
20160812,5:00:00,23.3991
20160812,6:00:00,23.2632
20160812,7:00:00,23.4256
20160812,8:00:00,23.4528
20160812,9:00:00,23.6079
20160812,10:00:00,23.7923
20160812,11:00:00,23.9529
20160812,12:00:00,24.2734
20160812,13:00:00,24.4835
20160812,14:00:00,24.6512
20160812,15:00:00,24.8244
20160812,16:00:00,25.0609
20160812,17:00:00,25.1525
20160812,18:00:00,25.345
20160812,19:00:00,24.9591
20160812,20:00:00,24.7951
20160812,21:00:00,24.8081
20160812,22:00:00,24.7103
20160812,23:00:00,24.6148
20160813,0:00:00,24.4532
20160813,1:00:00,24.3584
20160813,2:00:00,24.1647
20160813,3:00:00,24.0665
20160813,4:00:00,23.9619
20160813,5:00:00,23.8476
20160813,6:00:00,23.7454
20160813,7:00:00,23.8483
20160813,8:00:00,23.9764
20160813,9:00:00,24.0285
20160813,10:00:00,24.3385
20160813,11:00:00,24.59
20160813,12:00:00,24.9233
20160813,13:00:00,25.1098
20160813,14:00:00,25.189
20160813,15:00:00,25.3553
20160813,16:00:00,25.7736
20160813,17:00:00,25.8056
20160813,18:00:00,25.5867
20160813,19:00:00,25.1809
20160813,20:00:00,24.8822
20160813,21:00:00,24.6896
20160813,22:00:00,24.593
20160813,23:00:00,24.3958
20160814,0:00:00,24.2461
20160814,1:00:00,24.0432
20160814,2:00:00,23.9459
20160814,3:00:00,23.8473
20160814,4:00:00,23.7516
20160814,5:00:00,23.6432
20160814,6:00:00,23.4382
20160814,7:00:00,23.6636
20160814,8:00:00,23.8119
20160814,9:00:00,23.9016
20160814,10:00:00,24.223
20160814,11:00:00,24.3918
20160814,12:00:00,24.6865
20160814,13:00:00,24.9197
20160814,14:00:00,25.1033
20160814,15:00:00,25.1126
20160814,16:00:00,25.3014
20160814,17:00:00,25.0124
20160814,18:00:00,24.7985
20160814,19:00:00,24.3371
20160814,20:00:00,24.0797
20160814,21:00:00,23.876
20160814,22:00:00,23.7851
20160814,23:00:00,23.6923
20160815,0:00:00,23.5343
20160815,1:00:00,23.4349
20160815,2:00:00,23.2349
20160815,3:00:00,23.1411
20160815,4:00:00,23.037
20160815,5:00:00,22.9338
20160815,6:00:00,22.8364
20160815,7:00:00,23.0716
20160815,8:00:00,23.1439
20160815,9:00:00,23.3208
20160815,10:00:00,23.5848
20160815,11:00:00,23.6911
20160815,12:00:00,23.8014
20160815,13:00:00,24.1814
20160815,14:00:00,24.2147
20160815,15:00:00,24.1909
20160815,16:00:00,24.3293
20160815,17:00:00,24.1921
20160815,18:00:00,23.886
20160815,19:00:00,23.3383
20160815,20:00:00,23.0874
20160815,21:00:00,22.987
20160815,22:00:00,22.8949
20160815,23:00:00,22.793
20160816,0:00:00,22.5423
20160816,1:00:00,22.5362
20160816,2:00:00,22.4236
20160816,3:00:00,22.3525
20160816,4:00:00,22.2573
20160816,5:00:00,22.1339
20160816,6:00:00,22.0308
20160816,7:00:00,22.2703
20160816,8:00:00,22.3266
20160816,9:00:00,22.408
20160816,10:00:00,22.6111
20160816,11:00:00,22.7921
20160816,12:00:00,22.9774
20160816,13:00:00,23.1731
20160816,14:00:00,23.4528
20160816,15:00:00,23.6077
20160816,16:00:00,23.4619
20160816,17:00:00,23.28
20160816,18:00:00,23.0555
20160816,19:00:00,22.5015
20160816,20:00:00,22.2892
20160816,21:00:00,22.1915
20160816,22:00:00,22.0973
20160816,23:00:00,21.9047
20160817,0:00:00,21.7487
20160817,1:00:00,21.6593
20160817,2:00:00,21.5578
20160817,3:00:00,21.4332
20160817,4:00:00,21.3357
20160817,5:00:00,21.2342
20160817,6:00:00,21.0375
20160817,7:00:00,21.284
20160817,8:00:00,21.4534
20160817,9:00:00,21.5145
20160817,10:00:00,21.7989
20160817,11:00:00,21.8488
20160817,12:00:00,22.0209
20160817,13:00:00,22.1116
20160817,14:00:00,22.2112
20160817,15:00:00,22.2837
20160817,16:00:00,22.3599
20160817,17:00:00,22.1878
20160817,18:00:00,21.9746
20160817,19:00:00,21.5387
20160817,20:00:00,21.186
20160817,21:00:00,21.0872
20160817,22:00:00,21.0855
20160817,23:00:00,20.9948
